"TOKEN";"COMMENT";"DO NOT TRANSLATE";CONSTRAINT;"REFTEXT";"CLASSEMENT";"ExisteDansSlayer"
"POR_3CANT";"        ";"-J--j";;"ロドニー・ケラー";"Rodney KELLER";
"POR_3FJB";"         ";"-J--j";;"熟練したカリスマ性を持った指揮官,シェンフは自身の師団を率いて,ノルマンディでは極めて劣勢ながら偉大な効果をあげた.";"A skilled and charismatic leader, Schimpf led his division with great effectiveness in Normandy despite heavy odds.";
"POR_3FJE";"         ";"-J-pj";;"第一次世界大戦のベテラン,シェンフは公式記録によると数年前に空軍へ転属になり,ベルサイユ条約違反の訓練を受けたことになっている.\n直ぐに階級を上げ,彼は幾つか技術職に就いたのち,第21空軍野戦師団の指揮官につき,一年以上も東部戦線で師団を率いた.\n1944年2月に第3降下猟兵師団の指揮官に就き,彼はノルマンディ作戦を通して部隊を率いた.彼の指揮の下では,彼の師団は最も信頼できる師団として格付けされた:ファレーズポケットから絶望的な包囲網突破が試みられている間,第12SS装甲師団 & 第3降下猟兵師団の残存兵だけは,統制と訓練がされたままで残り周りの指揮官達が率いて攻撃をおこなった\nとはいえ,シェンフも突破中に深刻な怪我を負い,彼の隊員達は彼を担いで脱出した.";"A WW1 veteran, Schimpf transferred to the air force branch (Luftwaffe) years before it officially existed, still being a secret training program in violation of the Versailles Treaty.\nRising quickly through the ranks, he held several technical and staff positions, until being placed in command of 21. Luftwaffe-Field Division which he led for more than a year on the Russian Front.\nBeing given command of 3. Fallschirmjäger-Division in February 1944, he led it through the Normandy campaign. Under his leadership, his division ranked among the best and most reliable German ones: during the desperate breakout attempts from the Falaise pocket, only what was left of the 12. SS-Panzer & 3. Fallschirmjäger remained as organised and disciplined units around their leaders to lead the charge.\nAlthough Schimpf was seriously wounded in the breakout, his paratroopers carried him with them in the escape.";
"POR_3FJT";"         ";"-J--j";;"リチャード・シェンフ";"Richard SCHIMPF";
"POR_3IUKT";"        ";"-----";;"Thomas RENNIE";;
"POR_3USAB";"        ";"-J--j";;"重武装の師団を従えてコタンタン半島の'ヘッジローヘル'を抜け,ワトソンは,このような厳しい環境で戦う,新しい戦術を開発して適応しなければならない.";"Leading his heavy division through the Cotentin's 'hedgerow hell', Watson had to adapt and develop new tactics to fight in such a close environment.";
"POR_3USAE";"        ";"-J-pj";;"第一次世界大戦の古参兵,ワトソンは二大戦間に編成された機甲師団に転任し,1940年自身の機甲旅団の指揮をとるまでに昇進した\n第3機甲師団の指揮を任せられ,彼はノルマンディ作戦期間中,とりわけサン・ローへ続くボカージュで,その師団を率いてひどい戦闘を戦った.\n後に,彼は,ボカージュの国を突破し,ファレーズでの戦闘につながる大きな役目を果たした.\n彼は前線の後方で戦車とトラックを停滞させたことにより,アイゼンハワーにより,直ぐに降格,指揮権を剥奪された.しかし戦争の終わり頃までに,将の階級を回復し,歩兵師団を指揮するまでになった.";"A WW1 infantry veteran, Watson transferred to the forming armored forces in the Interwar, rising to command of his own armored regiment in 1940.\nGiven command of 3rd Armored Division, he led it through the Normandy campaign, especially the vicious fighting in the bocage and for Saint-Lô.\nAfterwards, he played a major part in the American breakthrough out of bocage country and in the battle of Falaise.\nYet, he was soon to be demoted and stripped of his command by Eisenhower for having let a major tank and truck jam develop behind the lines. But by the end of the war, he had recovered his general’s stars and was back leading an infantry division.";
"POR_3USAT";"        ";"-J--j";;"リロイ・ワトソン";"Leroy WATSON";
"POR_4ADB";"         ";"-J--j";;"スパルタ式な≪タイガージャック≫ウッドは,規範を示すのが良いと信じ,出来るかぎり最前線の近くにいる.遠慮無く物を言い,積極的な指揮官で,彼は,彼の指揮方針や下した命令の結果を非難されることも厭わない.";"A Spartan, « Tiger Jack » Wood believed in leading by example, and as close as possible from the front. An outspoken and aggressive commander, he wasn't shy to criticize his commanders' decision or even command style.";
"POR_4ADE";"         ";"-J-pj";;"ウェストポイントでは化学の教鞭をとり,第一次世界大戦ではフランスで参謀将校を務め,ウッドは二大戦間のうちに階級を上げ, 第５機甲師団,B戦闘団の指揮をパールハーバーが起きる直前の一ヶ月前まで執った.1942年中期,少将に昇進し,彼は新しく編成された第4機甲師団の指揮官として任命され,来たる戦争に向けての訓練と編成を行った.1944年7月,彼はコブラ作戦の実施期間中,自分の師団を率いて戦い,アヴランシュの主要交差路を奪取しドイツ軍前線を突破してボカージュの国を抜けた.まさに,彼の激しい気性と,初めはブラッドレー次にエディら上司への公然の批判で,1944年12月に彼は師団の指揮権を剥奪される事となった,公式には一時的処置とされたが…彼は二度と戦闘を指揮する事は無かった.";"A Chemistry teacher at West Point and WW1 staff officer in France, Wood rose through the ranks during the Interwar, taking command of 5th Armored Division's Combat Command B just one month before Pearl Harbor. In mid-1942, promoted Major General, he was appointed as commander of the newly formed 4th Armored Division with the tasking of organizing & training it for war. In July 1944, he led his division in battle during the exploitation phase of Operation Cobra, capturing Avranches' major crossroad and breaking through the German front and out of bocage country. Yet, his strong temper and open criticisms of his superiors, first Bradley then Eddy, led to him being removed from command of his division in December 1944, officially as a temporary measure … but he never got a combat assignment again.";
"POR_4ADT";"         ";"-J--j";;"ジョン・ウッド";"John WOOD";
"POR_4CADT";"        ";"-----";;"George KITCHING";;
"POR_6ABB";"         ";"-J--j";;"量より質の提唱者,ゲイルは,部隊に奇襲を重要視した広範囲な訓練を完璧に行わせることを好んだ.";"An advocate of quality over number, Gale favoured extensive training to drill his troops to perfection, with an emphasis on shock manoeuvres.";
"POR_6ABE";"         ";"-J--j";;"勲章を多く授かったWW1のベテラン,彼は二大戦間中インドにおり,1936年に英国に戻った\n上官から良く重用され,ゲイルは1941年に第1空挺旅団の指揮を任され,1943年には新編成した第6空挺師団の指揮官に昇進した.\n彼は,D-Dayのいかなる作戦でも完遂できるように,師団をよく訓練し,組織化する為に翌年を費やした.\n戦争の後半では,第1空挺軍団の指揮をとった.";"A decorated WW1 veteran, he served in India during the Interwar, only returning to England as major in 1936.\nWell-regarded by his superiors, Gale was given command of 1st parachute Brigade upon its formation in 1941, and then was promoted to command the newly formed 6th Airborne Division in 1943.\nHe spent the next year organising and training his division to accomplish the many missions required of it on D-Day.\nLater in the war, he went on to command I Airborne Corps.";
"POR_6ABT";"         ";"-J--j";;"サー・リチャード・ゲイル";"Sir Richard GALE";
"POR_6GTBT";"        ";"-----";;"Gerald VERNEY";;
"POR_716IB";"        ";"-J--j";;"D-Day当日,リヒターの師団は連合軍の的となったので,素早く配置転換した.彼の粘り強い守りは,最重要作戦目標だったカルピケやカーンへの侵攻を妨害した.";"Although Richter's division bore the brunt of the Allied assault on D-Day and was quickly dislocated, his tenacious defence prevented them from seizing their most prized objectives immediately, such as Carpiquet and Caen.";
"POR_716IE";"        ";"-J--j";;"第一次世界大戦のベテラン歩兵,リヒターのWW2の戦歴は,ポーランド,フランス,ロシアでの砲兵旅団の指揮官として始まった.\n1943年3月フランスにて,彼は第716歩兵師団の指揮を任せられた.師団は,高齢者や前線で病気を患った者で編成されて,ほとんどと言ってほど輸送手段は無かった\n彼のWW1の塹壕戦,砲兵戦闘の経験を有効に活用し機関銃と砲兵の支援を重視した一連の強化された部隊を組織した.\n彼の準備は,D-Day作戦目的を台無しにするのに十分な程に,連合国の侵攻を遅らせた.最初の1週間の戦闘で,彼の師団は人員の約60％を失い,前線から退却しなければならなかった.";"A veteran WW1 infantryman, Richter started WW2 as an artillery regiment commander in Poland, France & USSR.\nIn March 1943, he was given command of the 716. Infantry Division in France, a static division formed of men too old or sick for frontline duty, and almost entirely deprived of transport.\nPutting his WW1 trench warfare experience and artillery expertise to good use, Richter organised a series of reinforced strongpoints with a strong emphasis on machine-gun nests and artillery support.\nHis preparations slowed the Allies enough to spoil their D-Day objectives. In the single first week of fighting, his division had lost around 60% of his personnel and had to be retired from the frontline.";
"POR_716IT";"        ";"-J--j";;"ヴィルヘルム・リヒター";"Wilhelm RICHTER";
"POR_7ADB";"         ";"-J-pj";;"第一次世界大戦最後の年からの古参兵,Erskineは二つの大戦に挟まれた期間をインドや中東で任務に従事していた.1941年から,彼は北アフリカで歩兵部隊の大隊長として戦い,際立った功績で昇格していった.1943年1月モントゴメリーによって,第7機甲師団の司令官として指名され,彼は,師団が英国本土に呼び戻されるまで,チュニジアや初期のイタリア戦線で部隊を率いていた.モントゴメリー将軍は,いま計画したノルマンディ侵攻軍の筆頭として, とくに この新しい試みに彼を参加させることを,ErskineとOld Guardに要望した.しかし多くのデザートラッツには, たまに帰郷しつつも5年もの海外派兵で,戦闘疲弊をもたらし,7機甲も鋭さを失った.慣れていない分かりにくいノルマンディのボカージュ,砂漠の古参兵達はヴィレル-ボカージュの洗礼をうける,モントゴメリーが彼らに期待していた機動力を証明できず,およそヴィレル-ボカージュのひと月後,Erskineと約100名程の第7機甲師団の司令官は師団の任務を解かれ転任させられた.その年の後半,彼はベルギーのterritorial commandでしのいだが,大戦の最後には,第43(Wessex)歩兵師団長に返り咲いた.";"A veteran from the last year of WW1, Erskine served in India & the Middle East in the Interwar. From 1941, he fought as an infantry battalion commander in North Africa, distinguishing himself and rising through the ranks. Appointed as commander of the 7th Armoured Division by General Montgomery in January 1943, he led it through the Tunisian & early Italian campaigns before the division was recalled to England. General Montgomery, now at the head of the planned invasion forces for Normandy, had especially requested his Old Guard & Erskine to join him in this new endeavour. But for many of the Desert Rats, the return home after up to five years overseas brought with it war weariness, and the 7th lost some of its edge. Unfamiliar with the cramped Normandy bocage, the desert veterans received a beating at Villiers-Bocage, and later on failed to demonstrate the drive that Montgomery expected of them. About one month after Villiers-Bocage, Erskine and about a hundred of the 7th Armoured Division's officers were removed from the division and reassigned. Later that year, Erskine held a territorial command in Belgium, ending the war at the head of a division again: the 43rd (Wessex) Infantry.";
"POR_7ADT";"         ";"----j";;"Sir George ERSKINE";;
"POR_90IDT";"        ";"-----";;"Jay MACKELVIE";;
"POR_91LDB";"        ";"-J--j";;"ただの大佐に過ぎないが,ほとんどの将校を従えて戦闘のど真ん中で指揮を執った.,ケーニヒは,彼の師団がシェルブールへ撤退することで戦闘の中心を形成した.";"A mere colonel, with mostly staff positions behind him, and taking command of a division in the middle of a battle, König gave a good account of himself, his division forming the core of the fighting retreat towards Cherbourg.";
"POR_91LDE";"        ";"-J--j";;"第一次世界大戦のベテラン,ケーニヒの戦後は市民として暮らし,1937年に軍に復隊した\n第246歩兵師団に仕え,彼はフランスで戦い,二年ほど,そこの駐屯地で任務に就いた後，彼の師団と共に東部戦線へ配置転換した.\n1943年後半,彼は,いくつかの旅団の残党を寄せ集めたカンプグルッペの指揮を任され,軍に呼び戻された.D-Dayが展開するにつれ,戦闘中に将官が負傷したため,彼に第91空輸歩兵師団の指揮を委譲した.";"A WW1 veteran, König returned to civilian life after the war, rejoining the army only in 1937.\nServing with the 246. Infantry Division, he fought in France and stood there in garrison duty for two years before being transferred to the Eastern Front with his division.\nIn late 1943, he was given command of an ad hoc combat troop gathering remnants of several understrength regiments, then called back in Army Reserve to wait for a new posting.\nHe didn't have to wait long, for less than a week later, with the D-Day just unfolding, the first general officer casualty of the campaign (Gen. Falley) placed him in command of the 91. Luftlande.";
"POR_91LDT";"        ";"-J--j";;"オイゲン・ケーニヒ";"Eugen KÖNIG";
"POR_9PZB";"         ";"-J--j";;"この上ない戦車指揮官,ジョラッセは積極的な前線指揮官で(その証拠に大戦中に6ヶ所の傷を負った),攻撃時も後衛戦でも同じくらいに腕が立った.";"A consummated Panzer leader, Jollasse is an aggressive commander leading from the front (as proven by his six wounds received in this war) and as efficient on the offensive as fighting a rearguard action.";
"POR_9PZE";"         ";"-J-pj";;"第一次世界大戦では,歩兵指揮官,戦闘のスペシャリスト,空中観測官を務め,ジョラッセは二大戦間のうちに,極秘のルフトヴァッフェとして民間の教師になった.しかし本当の軍歴は,1934年陸軍に大尉として入隊していた.1939年には中佐になり,1940年後期,新しく創設されソビエトへ侵攻した第18装甲師団へ転籍する前,彼はオランダ,フランス戦役に従軍した.1941年6月28日,ジョラッセのカンプフグルッペは,恐るべきT-34と初めて遭遇したという疑わしい名誉を持っている.大損害を受けたにも関わらず,彼は高性能爆薬を使って何とか戦車を撃退し多くの賞賛を得た.階級は上がり,1943年7月12日に,彼は戦争終了まで率いることになる第9装甲師団の指揮を執る,1944年5月,部隊は休養と補給のためにフランスへ転戦した.彼はノルマンディ戦役の最後まで,その部隊を率いたが,しかし9月に負傷してからは,限定された任務のみとされた.";"An infantry officer, combat gaz specialist and aerial observer in WW1, Jollasse became a civilian instructor to the clandestine Luftwaffe in the interwar. But true to his original Army origins, he nonetheless joined the Heer in 1934 as an infantry captain. A lieutenant-colonel in 1939, he took part in the campaign in the Netherlands & France, before transfering to the newly raised 18. Panzerdivision in late 1940, with which he invaded the Soviet Union. On June 28th, 1941, Jollasse's Kampfgruppe had the dubious honor of being the first to encounter the formidable T-34. Despite heavy losses, he managed to repel the tanks with demolition charges, earning much praises. Rising through the ranks, he took command of 9. Panzer on July 12th, 1943 and led it through the rest of the campaign, then transfered to France in March 1944 to rest and refit. He led it in Normandy through the last stage of the campaign, but was wounded in September and declared fit for limited service only.";
"POR_9PZT";"         ";"-J--j";;"アーウイン・ジョラッセ";"Erwin JOLLASSE";
"POR_CDOB";"         ";"-J--j";;"兵士であり,紳士でもある,ロバト卿は,彼のコマンドー部隊を冷静にそして…彼に合うやり方で勇敢に率いた.";"A soldier and gentleman, Lord Lovat gallantly leads his commandos with composure and style … and in tune.";
"POR_CDOE";"         ";"-J-pj";;"サイモン・フレーザー,第15代ロバト卿は,英国スコットランドの貴族,オックスフォード大学を卒業し,1939年予備役の大尉として召還された.ロバト偵察部隊,彼ら一党からなす自身の連隊についた,1940年,彼は新しく創設されたコマンドー部隊に転属を申し出た.第4コマンド部隊に配属され,彼はロフォーテン(ノルウェイ)とアルドロ(フランス)戦役に従軍した.1942年,第4コマンド部隊を指揮中,ディエップへの上陸に失敗し,部隊は作戦目標完遂の見込みが僅かになったので,彼はかろうじて隊員の殆どを再び乗船させた.第1特殊任務旅団(別名コマンドー旅団,頭文字のSSを嫌ったため)は1944年に創設され,ロバト卿は旅団長の役職を任命された.ソード海岸での第二波とはいえ,ロバト卿のコマンド部隊は,作戦目標を確保するべく内陸部へ侵攻すると,ただちに強烈な抵抗に遭遇した.ロバトは,軍紀に反して,管楽器奏者ビル・ミリンの吹くバグパイプと共に立派に上陸を果たした,ロバトは後に「この事はスコットランド人には当てはまらないのでは?!」という意見であった.ロバトと部下は辛うじてペガサス橋にたどり着いたが,予定より二時間半遅れとなった事にロバト卿は謝罪した.六日後,彼は味方砲兵の誤射により重傷を負ってしまい,彼の戦争は,そこで終了した.";"Simon Fraser, 15th Lord Lovat, Scottish peer of the Kingdom, was an Oxford graduate and a young reserve army captain when he was recalled to service in 1939. Posted to his clan's own regiment, the Lovat Scouts, he requested in 1940 a transfer to the newly created Commandos. Attached to No. 4 Commando, he took part in the Lofoten (Norway) and Hardelot (France) raids. During the failed Dieppe landing in 1942, now leading No. 4 Commando, his unit was among the few to complete its objectives and manage to re-embark most of its men. When the 1st Special Service Brigade (aka Commando Brigade, as the commandos hated the SS acronym) was formed in 1944, Lord Lovat was appointed as its brigadier. Although engaging in the second wave at Sword Beach, Lovat's commandos soon encountered tough resistance when penetrating inland to secure their objectives. Lovat famously landed with his piper Bill Millin playing the bagpipes against army regulations, as Lovat was of the opinion that such regulations did not apply to Scotsmen! Later in the day, Lovat and his men managed to reach Pegasus Bridge, two and a half minutes behind schedule – for which Lord Lovat apologised. Six days later, he was seriously wounded by friendly artillery fire, thus ending his involvement in the war.";
"POR_CDOT";"         ";"-J--j";;"ロード・ロバト";"Lord LOVAT";
"POR_FGPB";"         ";"-J-pj";;"狂気じみた勇ましさと盲目的服従,古参の降下兵,市街戦と機械化戦に長け,フォン・コルティッツは,疑い無しに,任務を完璧にこなす軍人となった,実際は？";"Insanely brave and blindly obedient, an experienced infantryman with airborne, urban fighting & armoured warfare experience, von Choltitz appeared to be the perfect man to carry out any order without question. But, was he really?";
"POR_FGPE";"         ";"-J-pj";;"ちょうどWWIの直前にサクソン軍の士官候補生として入隊する(ドイツ第3軍),von Choltitzは二大大戦間は,Reichswehrに留まり,1938年降下兵の中佐だった. 1940年オランダでの戦役に参加し,1941年から1944年までロシアと戦った.戦闘における優れた勇敢さと命令への盲目的従順,彼はイタリアのAnzioで戦っていたときに軍団司令に起用され,それからノルマンディへ移った.パリを破壊する命令に従った冷徹な将軍に見える連合軍に解放させるくらいなら,パリを破壊するという彼の命令に従う冷血な将軍を探していた,ヒトラーは彼をフランス軍事総督として昇進させた.フランスレジスタンの蜂起に直面したとき,コルティッツはパルチザンと交渉し,ほとんど無傷のパリを明け渡した.後に彼が主張したように,ヒトラーの狂気を実現させるためだったのだろうか？それとも,より独断的に,戦争犯罪者としての審判で 保身のために ≪パリの救世主≫として振る舞ったのか?,フランス政府はニュルンベルグ裁判においてその借りを支払い,東部戦線においての彼の戦争犯罪による死刑を防いだ.";"Enlisting as a cadet in the Saxon Army (German Third Army) just prior to WWI, von Choltitz remained in the Reichswehr during the Interwar and was a lieutenant-colonel in the airlanding forces in 1938. He took part in the campaigns in the Netherlands in 1940, and fought in the USSR from 1941 to 1944. Distinguished for his bravery in combat and blind obedience to orders, he was promoted to corps command in Italy, where he fought at Anzio and Normandy. Looking for a cold-blooded general who would obey orders to raze Paris to the ground rather than allowing the Allies to liberate it, Hitler personally promoted him to military governor of the French capital. Yet, when faced with the Paris Résistance uprising, Chöltitz negotiated with the partisans and ultimately surrendered the city mostly intact to the Allies. Was it because, as he later claimed, he had come to realise Hitler's madness? Or, more pragmatically, was he trying to save his head in the upcoming war crime trials by styling himself as the « Saviour of Paris »? In any event, the French government paid its debt to him during the Nuremberg Trials, preventing the death sentence from being pronounced for his crimes on the Eastern Front.";
"POR_FGPT";"         ";"-J--j";;"ディートリヒ・フォン・コルティッツ";"Dietrich von CHOLTITZ";
"POR_GDSB";"         ";"-J-pj";;"精力家,機甲戦のキャリアとしては遅参者で,ドイツ軍と対峙したときも戦線を張って戦うスタイルだった.";"An energetic man, and a latecomer in his career to armored warfare, Adair led his division in a frontal style against the Germans.";
"POR_GDSE";"         ";"-J--j";;"第一次世界大戦の近衛部隊では,既に中尉だった,1940年英国外征軍と共にアデアはフランスに帰ってきた\n1942年9月,彼は新たに編成された近衛機甲師団の指揮を任され,ヨーロッパ侵攻作戦参加のために取っておいた.\nD-Dayの3週間後にノルマンディに上陸し,彼の師団は,グッドウッド作戦,ブルーコート作戦の厳しい戦いに関わってきた.\nその後,彼はブリュッセルを解放し,マーケットガーデン作戦中は英国地上部隊の先頭を率いていた";"Already a lieutenant in the Guards in WW1, Adair was back in France with them in 1940 with the B.E.F.\nIn September 1942, he was given command of the newly formed Guards Armoured Division, earmarked for participation in the invasion of mainland Europe.\nLanding in Normandy three weeks after D-Day, his division was involved in the heavy fighting of Operations Goodwood & Bluecoat.\nLater, he liberated Brussels and led the spearhead of the British ground offensive during Market Garden.";
"POR_GDST";"         ";"-J--j";;"サー・アーラン・アデア";"Sir Allan ADAIR";
"POR_LEHRB";"        ";"-J--j";;"バイエルラインは,より熟練した,威勢の良い戦線指揮官よりも冷静だった.彼は,戦争の最初から最後まで仕えた,幾人かのドイツ軍指揮官のうちの一人だった.";"Bayerlein was more of a skilled and cold-minded Panzer specialist than a dashing frontline commander. He was one of the few German commanders to have served in almost every stage of the war.";
"POR_LEHRE";"        ";"-J-pj";;"第一次世界大戦でのベテラン,バイエルラインは二大戦間は参謀将校で,第二次世界大戦の初戦からは,まさに,グーデリアン将軍とロンメルに仕えていた.\n1943年,彼は東部戦線において第3装甲師団の指揮を任された,ヒットラーからの「立ち止まって戦え」という命令に反抗し,部隊率いて包囲網を突破して,かろうじて部隊を救い出した.この功績が讃えられ,彼はエリート部隊である装甲教導師団'パンツァーレーア'の指揮官の地位を褒賞して与えられた.けれども彼は,この'重武装'師団が,最も良い能力を出せないノルマンディの接戦で無駄に消耗するのを嫌がった.\nバイエルラインは命令違反も厭わなかった,特に,軍事的に不合理で無謀な命令には:彼は,彼の師団区域内のハンガリー系ユダヤ人の国外追放に抵抗し,ドイツ軍の方針である焦土作戦の実施を拒絶した.とりわけ彼と,彼の家族の身を危険にしたのは,ルール地方に居る時「死守せよ」という命令の代わりに,軍団ごと組織的に降伏したことだった.";"A WW1 veteran, Bayerlein was a staff officer during the Interwar, and served in the early campaigns of WW2 under none other than General Guderian & Rommel.\nIn 1943, he was given command of 3. Panzer Division on the Russian Front, which he managed to save from an encirclement, leading it in a breakout against Hitler's order to stand and fight… and was rewarded with command of the elite Panzer-Lehr for that feat! Yet he resented this 'heavy' division being wasted in the close-fighting in Normandy, where it couldn't give the best account of itself.\nBayerlein never shied away from transgressing orders, especially those that he considered militarily absurd or inhuman: he resisted the deportation of Hungarian Jews from his division's sector, refused to apply the scorched-earth policy in Germany, and despite threat against his life and that of his family's, organised the mass surrender of his troops in the Ruhr instead of having them fight and die to the end.";
"POR_LEHRT";"        ";"-J--j";;"フリッツ・バイエルライン";"Fritz BAYERLEIN";
"POR_SASB";"         ";"-J-pj";;"市民兵は磁石のように弾丸を引き付け,常に運良く免れる,≪一本足≫の戦い方:隠密行動をとって素早く強力に攻撃し,安全に離脱する.";"A citizen-soldier attracting bullets like a magnet but always cheating death, the « One-Armed Man » fights the SAS way: using stealth to strike fast and hard, then retreating to safety.";
"POR_SASE";"         ";"-J-pj";;"ピア・ルイス・ブルゴは兵士になるつもりは無かった:フランス領ウバンギ・シャリ (現在の中央アフリカ共和国)で教師を勤め,ハンターでもあり,1940年ロンドンのドゴール将軍の最初のそれで有ったにも関わらず,アフリカの自由フランス軍に戻っている, 彼は1941年シリアで戦ったとき,初めて多くの傷を受けた.空軍へ転向し, 3ヶ月後,飛行中の事故により,彼は再び足に深刻な怪我を負った.回復すると,彼は英諜報部の降下教習課程を完了し,チュニジアでの特殊部隊強襲に参加した:いくつかの妨害工作に成功した後,彼の乗った車両がドイツ軍航空機による機銃掃射を受け,37箇所の怪我と,右足を切断するはめになった.ついたニックネームが ≪Le Manchot≫ (≪一本足≫),1944年11月第4SAS連隊の士気を執った.ハンディキャップにも関わらず,ブルゴはパラシュートによる降下を主張した,青白赤(英国人の友人から贈られた)と兵達と共に,1944年6月18日のサン＝マルセルの戦いまで,SASとFFIの指揮を執り続けた.";"Pierre-Louis Bourgoin wasn't meant to be a soldier: a school teacher in French Oubangui-Chari (now Central African Republic) and a big game hunter, he was nevertheless among the first to join General de Gaulle in London in June 1940. Returning to Africa with the Free French infantry, he fought in Syria in 1941 where he received the first of many wounds. Transferred to the Air Force, he was shot once more in the leg while flying, and seriously wounded in a crash three months later. Once healed, he undertook a parachute course with the British Intelligence Service, and took part in commando raids in Tunisia. After several successful sabotage operations, his vehicle was strafed by a German plane, leaving him with 37 wounds and an amputated right arm. Nicknamed « Le Manchot » (« One-Armed Man ») from then on, in November 1944 he took command of the 4th SAS Regiment which was meant to be dropped in Brittany 24H before D-Day to distract German troops there from reinforcing the Normandy front. Despite his handicap, Bourgoin insisted in being dropped by parachute (a blue-white-red one – a gift from his British friends) with his men, and went on to command the SAS & FFI troops during the battle of Saint-Marcel on June 18, 1944.";
"POR_SAST";"         ";"-J--j";;"ピア・ルイス・ブルゴ";"Pierre-Louis BOURGOIN";
"POR_WITTB";"        ";"-J--j";;"戦線からの指揮官,ヴィットは彼の上官である'パウル・ハウサー'が言う所によると「良い指揮官の典型で障害があっても決して怯まない」";"A leader from the front, Witt was described by his superior Paul Hausser as « the prototype of the good leader, never backing off in front of an obstacle ».";
"POR_WITTE";"        ";"-J--j";;"ヴィットは,1933年初頭に武装親衛隊に入隊して,ポーランド侵攻,フランスの戦いを,SS'ドイチュラント'として戦争に参加し,着実に階級を上げていった.ギリシャにいた時,大隊長だった彼は,クリディ・パスの戦いで戦線を突破し,ギリシャハートランドへの道を開く,最も目覚しい働きをした.まだ彼の連隊が,SS装甲師団'ダスライヒ'の一部だった時,彼は東部戦線,特にロストフ&カルコフに参加し,さらなる昇進を手に入れた.1943年8月に,新規編成された,第12SS装甲師団の指揮を任され,ほぼ一年間を部隊の確立と訓練に費やしたが,戦闘する機会は与えられずにいた: 彼の師団は,なんとか翌週にノルマンディに到着した.彼は,1944年6月14日司令部のすぐ外で,連合軍の艦砲によって戦死した.";"Witt enlisted in the SS as early as 1933 and fought during the campaign of Poland and France with the SS 'Deutschland' regiment, steadily rising through the ranks. But it was in Greece, then a battalion commander that he distinguished himself most, breaking through the Klidi pass and opening the way to the Greek heartland. Still with his regiment, now part of SS division 'Das Reich', he took part in the Russia campaign, especially at Rostov & Karkhov, earning more promotions. Given command of the newly formed 12. SS-Panzerdivision in August 1943, he built and trained it for almost a year. But he wasn't given the opportunity to lead it in combat: barely a week after arriving in Normandy with his division, he was killed on June 14th, 1944, in an allied naval bombardment just outside his HQ.";
"POR_WITTT";"        ";"-J--j";;"フリッツ・ヴィット";"Fritz WITT";
"PZJager35";"        ";"-----";;"PZ.JÄGER 35R(f)";;
"PZJagerBre";"       ";"-----";;"PZ.JÄGER BREN(e)";;
"PZRKStrela";"       ";"-----";;"PZRK Strela 2 (pour test auto)";;
"PaK36";"            ";"-----";;"PAK 36 37mm";;
"PaK3747mm";"        ";"-----";;"PAK 37 47mm";;
"PaK3850mm";"        ";"-----";;"PAK 38 50mm";;
"PaK4075mm";"        ";"-----";;"PAK 40 75mm";;
"PaK4388mm";"        ";"-----";;"PAK 43 88mm";;
"PaKGer42";"         ";"-----";;"Panzerbüchse 41";;
"PaKGerlich";"       ";"-----";;"l.PAK 41 GERLICH";;
"Pak35L36";"         ";"-----";;"PaK 35";;
"Pak37";"            ";"-----";;"PaK 36(t)";;
"Pak38";"            ";"-----";;"PaK 38";;
"Pak40";"            ";"-----";;"PaK 40";;
"Pak40UK";"          ";"-----";;"AB PAK 75mm";;
"Pak43";"            ";"-----";;"PaK 43";;
"PakPuppche";"       ";"-----";;"PUPPCHEN";;
"Pan178";"           ";"-----";;"SPW 204(f)";;
"Pan178CDM";"        ";"-----";;"SPW 204(f) CDM";;
"Panhard178";"       ";"-----";;"PANHARD MG";;
"PantherA";"         ";"-----";;"PANTHER A";;
"PantherABe";"       ";"-----";;"BEF. PANTHER";;
"PantherACE";"       ";"-----";;"PANTHER A BARKMANN";;
"PantherD";"         ";"-----";;"PANTHER D";;
"PantherDAu";"       ";"-----";;"AUFK.PANTHER D";;
"PantherG";"         ";"-----";;"PANTHER G";;
"PanzerIB";"         ";"-----";;"PANZER I B";;
"PanzerICGE";"       ";"-----";;"PANZER I C";;
"PanzerIVJA";"       ";"-----";;"AUFK.PANZER IV J";;
"Panzerhaub";"       ";"-----";;"PZH. 39H(f) 105mm";;
"Panzerschr";"       ";"-----";;"PZ.SCHRECK";;
"ParaRif";"          ";"-----";;"AB PARAS";;
"ParaRifBr";"        ";"-----";;"AB BREN GROUP";;
"PathfinAB";"        ";"-----";;"PATHFINDER";;
"PathfinUK";"        ";"-----";;"PATHFINDERS";;
"PeugeotDMA";"       ";"-----";;"DMA";;
"PiatCAN";"          ";"-----";;"PIAT ";;
"PiatPOL";"          ";"-----";;"PIAT ";;
"PiatUK";"           ";"-----";;"PIAT ";;
"PiatUKAB";"         ";"-----";;"AB PIAT ";;
"PiatUKCDO";"        ";"-----";;"CMDO PIAT ";;
"PionPOL";"          ";"-----";;"PIONIERS";;
"PolAA20mm";"        ";"-----";;"Polsten";;
"PolstCAN";"         ";"-----";;"POLSTEN";;
"PolstPOL";"         ";"-----";;"POLSTEN";;
"PolstUK";"          ";"-----";;"POLSTEN";;
"PolstUKAB";"        ";"-----";;"POLSTEN";;
"Pool_Ace";"         ";"-----";;"CMD M4A1 POOL";;
"PriestCAN";"        ";"-----";;"PRIEST";;
