"c645460b:451dabe9:98cac8b0:7964205c";"US";"Coup de poignard chinois";"China's stab in the back"
"c66bd37f:4637c8d2:bc62f4ae:bd065153";"US";"And here comes that bloody 12. SS Firefly again. We should have dealt with it on the Odon when we had the opportunity.";"And here comes that bloody 12. SS Firefly again. We should have dealt with it on the Odon when we had the opportunity."
"c678a0c5:439e9d83:09e144b6:0c6fc823";"US";"RESTART";"RESTART"
"c67e5017:453010f8:33c36f8f:6a672cc4";"US";"Malgré quelques succès initiaux, l'Automne Rouge de Prague & Dantzig s'achève dans une terrible répression de la part des milices paramilitaires.";"Despite some initial successes, the Red Autumn and Prague and Danzig have ended in a harsh crackdown by the paramilitary militia."
"c68b66fa:4b33820d:d115bea1:8e16dd73";"US";"You must gain a Conquest mode victory.\nAxis: #coloredtext3{%s/3000}  Allies: #coloredtext3{%s/3000}";"You must gain a Conquest mode victory.\nAxis: #coloredtext3{%s/3000}  Allies: #coloredtext3{%s/3000}"
"c6919050:4c7c56c3:615c8fb9:7c6f2e6c";"US";"%1 PTS";"%1 PTS"
"c6a58ae9:4bf83fbb:074aa19d:a4f9976f";"US";"Call artillery";"Call artillery"
"c6a7fc4b:4de41fe4:e5bd20ac:31e47283";"US";"s.MG 42 #emg42 identified!";"s.MG 42 #emg42 identified!"
"c6a8a008:4620003c:3556d69e:fb8bc3c4";"US";"Déployer des sous-marins";"Deploy the submarines"
"c6a90283:422ca862:728e9d8b:fceb3d2b";"US";"Temporiser";"Play for time"
"c6b0c61b:410850bb:b85857ae:d046204d";"US";"now we are entering open country:";"now we are entering open country:"
"c6b5c6ad:498be761:8708b9bf:9c499783";"US";"Indicates the weapon's armour piercing value at max range.\nIt needs to at least equal the target's armour in order to penetrate it.\nThe higher the AP value is in contrast with that of the armour, the greater the chance to penetrate it and the suppression damages inflicted.";"Indicates the weapon's armour piercing value at max range.\nIt needs to at least equal the target's armour in order to penetrate it.\nThe higher the AP value is in contrast with that of the armour, the greater the chance to penetrate it and the suppression damages inflicted."
"c6c3bb72:4fde7d62:d5dba289:9073d174";"US";"Unit %1 is under attack! #Unit_under_attack";"Unit %1 is under attack! #Unit_under_attack"
"c6e839c4:455742ff:afc8919a:504afe6c";"US";"Le Pacte frappe depuis l'Islande";"The Pact strikes from Iceland"
"c6ed2a1b:4cb1a6d3:54f30d97:f51e8e5a";"US";"The inexperienced 326. Infanterie-Division couldn't withstand the Allied offensive, being quickly brushed aside by the joint effort of 15th Scottish Infantry Division & 6th Guards Tank Brigade, thus allowing for the liberation of #Arialbold{La Londe} in the first hours of the offensive.\n\nBut the neighbouring 43rd Infantry Division, which was supposed to secure #Arialbold{Cahagnes} on the first day, was delayed by minefields & unfavourable terrain, preventing the city to fall on schedule.\n\nBy a twist of fate, it is this delay which allowed three Jagdpanthers to attack from Cahagnes into the left flank of 6th Guards Tank Brigade, only screened by a squadron of Churchill left near the city. In a matter of minutes, a dozen Churchills were bursting in flames … Cahagnes was to remain German until the next day !\n\Nonetheless, Bluecoat was a clear British victory, both breaking through the center of the German AND tying there troops which were supposed to take part in #Arialbold{Unternehmen Lüttich}, the failed counter-offensive against the Americans near Mortain.";"The inexperienced 326. Infantry Division couldn't withstand the Allied offensive, being quickly brushed aside by the joint effort of 15th Scottish Infantry Division & 6th Guards Tank Brigade, thus allowing for the liberation of #Arialbold{La Londe} in the first hours of the offensive.\n\nBut the neighbouring 43rd Infantry Division, which was supposed to secure #Arialbold{Cahagnes} on the first day, was delayed by minefields & unfavourable terrain, preventing the city from falling on schedule.\n\nBy a twist of fate, it is this delay which allowed three Jagdpanthers to attack from Cahagnes into the left flank of 6th Guards Tank Brigade, only screened by a squadron of Churchill left near the city. In a matter of minutes, a dozen Churchills had burst into flames… Cahagnes was to remain German until the following day!\n\Nevertheless, Bluecoat was a clear British victory, breaking through the centre of the Germans AND tying their troops which were supposed to take part in #Arialbold{Unternehmen Lüttich}, the failed counter-offensive against the Americans near Mortain."
"c701df8a:452edd3a:a1a3ebb8:103eb64d";"US";"Failed to retrieve needed mods metadata.";"Failed to retrieve needed mods metadata."
"c71c3211:47227d5a:51261196:97c26add";"US";"These tanks are strong but not invincible: protect them with anti-air and infantry units, and avoid close-range combat.";"These tanks are strong but not invincible: protect them with anti-air and infantry units, and avoid close-range combat."
"c721f767:4148fc01:7e17fdbd:350f20f7";"US";"You are not connected to chat";"You are not connected to chat"
"c7282181:4f9be2ca:11373587:b9fb901d";"US";"Les Turcs prennent Malakoff";"The Turks take Malakoff"
"c729d6c1:4665adeb:2d8db8af:37459cc7";"US";"The enemy battlegroup's main combat formation is in approach.";"The enemy battlegroup's main combat formation is in approach."
"c7346521:4f4e863f:c355a7b3:6f1d03c2";"US";;
"c745db78:457901bd:5e523882:803d9471";"US";"SMOKE";"SMOKE"
"c7556f19:4891f348:520daf85:cdff4df6";"US";"Lieutenant";"Lieutenant"
"c76375b6:40d5ef4c:777931b9:38c36d8e";"US";"Deprived of leadership or supplies, they won’t hold much longer.";"Deprived of leadership or supplies, they won’t hold much longer."
"c76dbd8b:440933f0:2d96d6bd:8723f29b";"US";"Un orage éclate en Scandinavie. La visibilité au-dessus de la région est quasi nulle.";"A storm has erupted over Scandinavia. Visibility in the region is almost zero."
"c77cd2fe:4ab2cabb:a44e5f81:e7b1c7b1";"US";"Nos troupes sont enfin parvenues à s'emparer de la totalité de la ville. C'est une grande victoire ! Nous pouvons désormais redéployer des moyens vers la Scandinavie.";"Our troops have finally managed to capture the entire city.\n\nThis is a great victory!\n\nWe can now redeploy our resources to Scandinavia."
"c7827bea:4a276ef1:1d5f0aa3:3fa546f0";"US";"Left click to select a target or position";"Left click to select a target or position"
"c784cca1:40590430:42feefb1:a1a05969";"US";"Yes, general";"Yes, general"
"c78a2794:405c469f:4d356e81:302717a2";"US";"TUTORIAL";"TUTORIAL"
"c7a29dc0:48e58930:6adaaea0:b9e87c91";"US";"All your unsaved progress will be lost.";"All your unsaved progress will be lost."
"c7ab4f2e:4d3ce24e:fe4484b4:30c2ad4e";"US";"Les camarades du PCF tentent de mobiliser la prolétariat français en organisant une série de manifestations.";"The comrades of the French Communist Party (FCP) are trying to mobilize French workers by organizing a series of demonstrations."
"c7af6a1b:4bcbe18a:99eec1bb:6c430171";"US";"Do it faster, makes us stronger";"Do it faster, makes us stronger"
"c7afc8fb:41e15c31:cddf20ad:a009a41b";"US";"CLOSE";"CLOSE"
"c7bcbfcc:4d433e71:ab774fbe:7313fbc6";"US";"To LA FIÈRE";"To LA FIÈRE"
"c7ec36a2:4abbbc5b:25cf7f8c:6f2ad9b6";"US";"Field is empty. Please enter a name.";"Field is empty. Please enter a name."
"c7f39bb0:48d884a8:8f63a18c:8275968a";"US";"Maximum number of invitations reached.";"Maximum number of invitations reached."
"c7f74187:4f005e1b:d34f4cb2:09d579a8";"US";"Forces Aériennes";"Air Force"
"c7fe773e:4bcd00d8:dd95c1bd:e4d50c49";"US";"Norwegian Army advisor";"Norwegian Army advisor"
"c8030039:4197bbb9:24bfab98:f41b3b2a";"US";"This plane is armed with one or two anti-tank guns strapped to its wings or belly.\nIt is a dedicated anti-tank platform.";"This plane is armed with one or two anti-tank guns strapped to its wings or belly.\nIt is a dedicated anti-tank platform."
"c80dfd45:40ac7c79:707365ba:e04edc81";"US";"Order units to reverse to the selected position.";"Order units to reverse to the selected position."
"c811f008:495b6567:4759bcbe:9c219642";"US";"Selon nos informations, la France renforcerait son engagement en Scandinavie.";"According to reports, France will engage additional forces in Scandinavia."
"c81ff2ed:4d546a69:87749d96:34ee71a4";"US";"Game visibility";"Game visibility"
"c8206f56:4790ced0:a385de80:5530b844";"US";"La prise de Copenhague nous ouvre le Grand Belt, le canal reliant la Baltique à la Mer du Nord. Devons-nous l'utiliser pour déployer davantage de sous-marins ou plutôt consolider notre position sur terre?";"The capture of Copenhagen has opened up the Great Belt for us, the strait connecting the Baltic Sea to the North Sea.\n\nShould we use it to deploy more submarines, or should we consolidate our position on the ground?"
"c82a37f5:44dd90cb:cd375390:30b2b9de";"US";"Unpin this unit";"Unpin this unit"
"c82d0aaf:43cd6628:1cdee482:bb10c871";"US";"Now that we have a clear sky, bring in the #coloredtext4{GRASSHOPPER} to recon and #coloredtext5{FIND ALL OF THE ENEMY DEFENCES} on the ground.";"Now that we have a clear sky, bring in the #coloredtext4{GRASSHOPPER} to recon and #coloredtext5{FIND ALL OF THE ENEMY DEFENCES} on the ground."
"c82ee51c:4ce2b314:938f2c8c:9373459f";"US";"Free Frenchmen were eager to fight on their own soil at long last, racing towards Paris, regardless of losses, to be the ones liberating their capital. Theoretically organised as a US armoured division, the 2e DB implemented some ""personal changes"", such as the addition of an organic Wolverine battalion, and a focus on light tanks and armoured cars.";"Free Frenchmen were eager to fight on their own soil at long last, racing towards Paris, regardless of losses, to be the ones liberating their capital. Theoretically organised as a US armored division, the 2e DB implemented some ""personal changes"", such as the addition of an organic Wolverine battalion, and a focus on light tanks and armored cars."
"c82fc089:462aaabe:b6a7ec91:399afb8b";"US";"This category regroups rifle & assault squads and their corresponding squad leaders, as well as machine-gun teams.";"This category regroups rifle & assault squads and their corresponding squad leaders, as well as machine-gun teams."
"c8309f9f:48b9b484:f363008a:23addc03";"US";"Negotiations resume in Geneva";"Negotiations resume in Geneva"
"c83b5df5:4ee06964:1d86be88:42e00b4f";"US";"Accessibility";"Accessibility"
"c83b691b:4e8ccedf:4a689580:02aa6203";"US";"WEAPON NUMBER";"WEAPON NUMBER"
"c83e7c56:4c4aab38:fe76f18b:5afcee17";"US";"Ogarkov prend l'avantage";"Ogarkov has the advantage"
"c841f83d:45a92c62:c240f4a1:442d2314";"US";"-";"-"
"c84c75f1:422b9a12:7e4fbeb3:936a3fe1";"US";"Year";"Year"
"c8508aeb:4c02395c:7fd55486:f4edd6fe";"US";;
"c85c7980:408dfe4e:9feb2894:d8345a9f";"US";"An allied SCOUTS #ascouts has been deployed to help you spot enemy TANKS waiting to ambush your armours.";"An allied SCOUTS #ascouts has been deployed to help you spot enemy TANKS waiting to ambush your armours."
"c86dd1db:4ac659ab:d15024a9:f572b648";"US";"Process Manager";"Process Manager"
"c87366d2:44fb760e:f55cc687:a68f8bb1";"US";"QUICK PLAY";"QUICK PLAY"
"c8746371:4e0092e2:2586a6ac:3011dba3";"US";"PaK 38, PaK 40 and S307(f) PaK anti-tank guns are our best assets to win this battle!";"PaK 38, PaK 40 and S307(f) PaK anti-tank guns are our best assets to win this battle!"
"c878b640:43531b67:6145e5be:f0535c6c";"US";"Oslo est tombée !";"Oslo has fallen!"
"c88459a6:496907fd:c2202c9d:9ec5230c";"US";"SPREAD";"SPREAD"
"c89292d7:45eac71d:8100bb8d:26290c2e";"US";"General Manager";"General Manager"
"c89e9959:4c244547:e96c7a90:6066e995";"US";"Backspace";"Backspace"
"c8a1b5f2:4f8b03fa:4b988a92:73be122b";"US";"716. ID's soldiers are at their best fighting as their fathers did in the Great War: by forming a strongpoint around MGs and infantry guns, supported by artillery, and only advancing under cover of infantry tanks.";"716. ID's soldiers are at their best fighting as their fathers did in the Great War: by forming a strongpoint around MGs and infantry guns, supported by artillery, and only advancing under cover of infantry tanks."
"c8a75c5a:47ff04ad:90d41daf:082d4329";"US";"The Mehaye Bridge is held by our old nemesis from 12. SS-Panzer,";"The Mehaye Bridge is held by our old nemesis from 12. SS-Panzer,"
"c8b1348b:47cc338e:4b70fb95:db8caff8";"US";"AIRBORNE units are used to be surrounded so they retain their influence on the FRONTLINE the same way as platoon LEADERS #leader.";"AIRBORNE units are used to be surrounded so they retain their influence on the FRONTLINE the same way as platoon LEADERS #leader."
"c8cd5a57:4e4667c1:c8c641b1:9d07c408";"US";"Our scouts report that British commandos are coming from the North. They're heading our way.";"Our scouts report that British commandos are coming from the North. They're heading our way."
"c8dbe2e4:48ed7c87:28e539b2:799f7657";"US";"API";"API"
"c8dbedae:42178a18:f2069693:d2818353";"US";"Perte de 4 mouilleurs de mines et de 2 bombardements aériens. ";"4 minelayers and 2 naval strikes lost."
"c8ec5815:4611c57f:a3092788:ac564f34";"US";"Retarder les opérations";"Delay operations"
"c8ed184e:48fc62f2:84c18ab4:19b740c8";"US";"British paratroopers are stubbornly defending every access to the Orne bridges.";"British paratroopers are stubbornly defending every access to the Orne bridges."
"c8f3fa63:4ed9942b:00d5699d:4003a071";"US";"TFW : #coloredtext3{%s/2000} / Wehrm. : #coloredtext3{%s/2000}";"TFW : #coloredtext3{%s/2000} / Wehrm. : #coloredtext3{%s/2000}"
"c8f7c0db:4c517d89:1f6bb4b3:ec858f25";"US";"Down";"Down"
"c8f9f86c:4997dc26:cbdde2a8:a8fa544b";"US";"Battle-Hardened";"Battle-Hardened"
"c91608fc:490de900:0a9b17bf:459c87ef";"US";"Bataille du Gotland";"Battle of Gotland"
"c92a62fd:4ba8b2d3:87dbfe8b:91f154a3";"US";"#CHI CHINA";"#CHI CHINA"
"c97026b0:4bca3ede:a172bd84:090810b7";"US";"For the purpose of this exercise we've granted you access to the INFANTRY class with 1 unit pack slot. LEFT CLICK #mouseleftclick on the slot to edit this class.";"For the purpose of this exercise we've granted you access to the INFANTRY class with 1 unit pack slot. LEFT CLICK #mouseleftclick on the slot to edit this class."
"c970c7b8:41f1b427:98e4adad:4f666707";"US";;
"c97716bc:4ceb376b:7acbcfa9:b82bf30f";"US";"Our objective is to reach Lion-sur-Mer,";"Our objective is to reach Lion-sur-Mer,"
"c98823ac:4c011e6a:4797cdb6:d895fa6c";"US";"NO";"NO"
"c9956d8a:482d1e77:0259f587:c119daba";"US";"Vox Populi";"Vox Populi"
"c99f1068:4a2fe1d5:9a1ab2a2:be0f3bdc";"US";"Risque modéré de débordements.";"Moderate risks of civil unrest."
"c9d3b08b:45576b81:a2c2cdbf:be30f173";"US";"APPROACHING";"APPROACHING"
"c9e38371:48e42165:a785b0a4:36fde12f";"US";"BATTLEFIELD";"BATTLEFIELD"
"c9e3996f:4209a8be:428aa6a6:2d7f6210";"US";"Vertical margin";"Vertical margin"
"c9e61c0f:4a9ce92d:3ca87c96:f12a213b";"US";"Once you call in an aircraft, it places itself on the #coloredtext4{OFF MAP ASSETS} panel.\nThis panel lists all your off-map assets, planes & heavy artillery, and indicates each one's status.";"Once you call in an aircraft, it places itself on the #coloredtext4{OFF MAP ASSETS} panel.\nThis panel lists all your off-map assets, planes & heavy artillery, and indicates each one's status."
"c9ebeb2a:44be7c76:70a21f97:f795417f";"US";"Don't forget that supply units double as transport/tractor.";"Don't forget that supply units double as transport/tractor."
"c9f03964:4ce743f5:38c22eb5:e16fdef3";"US";"Compagnie de commandement des forces de l'ANZAC, acheminée par bateaux. Équipée de puissant chars de commandement et d'une solide logistique, leur capacité opérationnelle est au top.";"Command company for ANZAC Forces, transported by boat. Equipped with powerful command tanks and robust logistical skills, it offers top notch operational capabilities."
"ca1fd759:4d3413f6:0128f49c:fc71175f";"US";"This vehicle carries ammunitions to resupply nearby units.";"This vehicle carries ammunitions to resupply nearby units."
"ca208318:44fbb782:d0d73496:2e913388";"US";"FIRE POS";"FIRE POS"
"ca2cf546:46a6608e:abc04d9f:e47c6285";"US";"You are about to use a parameter from a downloadable content. All Players who don't own it will be kicked.\n\nDo you want to continue?";"You are about to use a parameter from a downloadable content. All Players who don't own it will be kicked.\n\nDo you want to continue?"
"ca4680f5:44697fd6:9b006980:4669e9b4";"US";"AVAILABLE UNITS - %1";"AVAILABLE UNITS - %1"
"ca4e969e:4e06a8e5:44f9148b:80c4242f";"US";"Trait: [GUID] Guided";"Trait: [GUID] Guided"
"ca4f708d:47865ae0:147805b1:cce58108";"US";"Ranked Games with ALLIES";"Ranked Games with ALLIES"
"ca5cfb1b:4fde95de:fd6b0a85:acbda32f";"US";"Choose the Battlegroup destination...";"Choose the Battlegroup destination..."
"ca63078a:4d99a64d:b78afb9c:a6fed6d5";"US";"Mostly unarmed, recon planes are slow and fly in circles to get a better view of the battlefield.";"Mostly unarmed, recon planes are slow and fly in circles to get a better view of the battlefield."
"ca709565:41829ffe:07384da7:3d646431";"US";"Your deck is empty.";"Your deck is empty."
"ca7361c5:49393944:f40439bf:40aa3db9";"US";"Login cannot be found.";"Login cannot be found."
"ca781092:4b619688:55eca3b5:6206081a";"US";"You could add more units, do you want to continue?";"You could add more units, do you want to continue?"
"ca7a5aae:41ab18fc:09eabf8f:0c82d12b";"US";"ALLIES";"ALLIES"
"ca88b7b4:4ce599b0:0b4058b6:2e40da19";"US";"Rapport météo";"Weather report"
"ca9a029b:4cced793:6bcba292:bbea6887";"US";"We have to secure a crossing before the Germans regain their footing";"We have to secure a crossing before the Germans regain their footing"
"ca9d826a:494ecef6:6e0c8e87:eee1b735";"US";"Vision level of the unit.";"Vision level of the unit."
"caa67ec0:4e1f1b8a:e2537981:d3a61774";"US";"Engaged";"Engaged"
"cac5d362:439d5bcb:37bf83ad:39721cd6";"US";"Click NEXT to compose your BATTLEGROUP.";"Click NEXT to compose your BATTLEGROUP."
"cac9dee6:464f32a8:81ecf0ae:7cc87d8b";"US";"La libération de la capitale suédoise est une grande victoire à mettre à votre crédit. Votre score augmente de 50 points de moral tant que nos troupes occupent cet objectif.";"Liberating the Swedish capital is a major victory which is to your credit.\n\nYou gain 50 morale points for as long as our troops keep hold of this target."
"cacd655a:46759d97:b63d4099:cd2fd9bd";"US";"We still haven't been able to make contact with the 505th, Major. Air support or naval artillery could help to secure the road's flanks.";"We still haven't been able to make contact with the 505th, Major. Air support or naval artillery could help to secure the road's flanks."
"cad15e11:41ca6db3:24e511ba:6a463693";"US";"Dynamic Lights Quality";"Dynamic Lights Quality"
"cad18687:437d55c2:24ef30be:e62321c9";"US";"You can then copy-paste that simple string to share your battlegroups with your friends, or on forums.";"You can then copy-paste that simple string to share your battlegroups with your friends, or on forums."
"cad1ae64:44bf5ba2:468e0593:df9e1900";"US";"Malgré tous leurs efforts, les Anglo-hollandais sont contenus dans des combats urbains aux abords de la ville. Devons-nous maintenir notre soutien au NORTHAG en leur envoyant des moyens navals et commandos ?";"Despite all their efforts, the Anglo-Dutch are engaged in urban combat on the outskirts of the city.\n\nShould we maintain our support to the NORTHAG?"
"cade995e:47e8329d:35f86eb1:2e3c76e4";"US";;
"cadeca6c:4e300283:2f6ad29f:a80523b1";"US";"Imposter texture quality";"Imposter texture quality"
"cae05ad0:46c97cf5:ed4d3b95:d83af0c2";"US";"In this exercise, you will help an allied TANK progress through the map by being its eyes. You are being granted access to the RECON class.";"In this exercise, you will help an allied TANK progress through the map by being its eyes. You are being granted access to the RECON class."
"cae1da1a:4899f416:9ae31ebd:2990ba27";"US";"Italiano";"Italiano"
"cb2a64b0:48541f80:b3e1c6a0:a3fbe107";"US";"Ecrasez les rebelles sous les chars !";"Crush the rebels!"
"cb2cf9c8:4e8feaec:82db9193:3bb738d2";"US";"The number on the REQUISITION MENU is your given #coloredtext4{70 REQUISITION POINTS} for the deployment phase. A deployed #coloredtext4{AB RIFLES} unit uses 1 card from the pack and 35 RP. Once all the unit cards have been deployed on the map, the pack disappears.";"The number on the REQUISITION MENU is your given #coloredtext4{70 REQUISITION POINTS} for the deployment phase. A deployed #coloredtext4{AB RIFLES} unit uses 1 card from the pack and 35 RP. Once all the unit cards have been deployed on the map, the pack disappears."
"cb30c8bd:40cb7f07:15a4c4b5:66a8289c";"US";"This appointment which oversteps any electoral process triggers the wrath of the students and the liberals, who were hoping for democratic reforms. ";"This appointment which oversteps any electoral process triggers the wrath of the students and the liberals, who were hoping for democratic reforms."
"cb3f54c0:4776343e:1ed3c9a7:6f895836";"US";"La tempête se prolonge sur la Baltique. Devons-nous retarder les opérations aériennes et navales le temps que ça se calme ?";"The storm over the Baltic Sea is still raging.\n\nShould we delay aerial and naval operations until the weather calms down?"
"cb5105b2:419e6807:cd76209c:2764a12c";"US";"The German coastal defences are manned by auxiliary troops of poor military value,";"The German coastal defences are manned by auxiliary troops of poor military value,"
"cb535bca:476e3657:2ac6ae94:ca09e087";"US";"We've been able to hail the 506th on the radio, Major. They're close. Once we've linked with them, we could trap a lot of Germans.";"We've been able to hail the 506th on the radio, Major. They're close. Once we've linked to them, we could trap a lot of Germans."
"cb5927ff:40ad9f19:a5de43b0:8a3181bf";"US";"We must reach this point!";"We must reach this point!"
"cb5e6fe4:4d693238:4a4a55ae:0a6e8bee";"US";"#Arialbold{ALLIES}:\n\n#Arialbold{1. Dywizja Pancerna}: the main Polish force is the only one able to deploy in numbers on top of Mont Ormel to prevent it from quickly falling to the Germans escapees or relief force. But doing so they'll isolate themselves away from their reinforcement, coming back from the South where they had linked with the American. Well balanced forces, the Polish battlegroups only lack heavy artillery support, to be provided by its Canadian & American allies.\n\n#Arialbold{4th Canadian Armoured Division}: organized as a British armored division but almost entirely equipped with American equipment, 4th CAD relies mostly on tanks, with heavy artillery and bomber support to smash its way to the Poles. Lacking in infantry, it fields an unusual armored recon regiment equipped not with Cromwell or Stuart, but full-fledged Shermans !\n\n#Arialbold{90th Infantry Division}: coming from the South, the « Though Ombres » rely on a strong core of infantry, backed up with light tanks and a few Shermans. It also gets heavy support from USAAF's fighter-bombers.\n\n\n#Arialbold{GERMANS}:\n\n#Arialbold{Kampfgruppe Schimpf}: formed around a core of battle-hardened 3. Fallschirmjäger-Division's veterans leading the way for the rest of the infantry column, it can rely on a strong AA support, as well as a few individual tanks, including the last functional Tigers.\n\n#Arialbold{KampfgruppeWisch}: composed of almost all the combat vehicles left in the pocket, mostly from 1. & 12. SS-Panzer as well as 116. Panzer, it relies on tanks, armored cars & mechanized infantry, with only a few individual AA & artillery guns to cover its advance.\n\n#Arialbold{II. SS-Panzer-Korps}: elements from 2. & 9. SS-Panzerdivision already outside the pocket are striking back to help the escapees break through the Polish positions. Although taking longer to build up its strength, it is a well-balanced force with ample AA & artillery support, as well as supplies.  ";"#Arialbold{ALLIES}:\n\n#Arialbold{1. Dywizja Pancerna}: the main Polish force is the only one able to deploy in numbers on top of Mont Ormel to prevent it from quickly falling to the German escapees or relief force. But in doing so, they'll isolate themselves from their reinforcements coming back from the South, where they had linked with the Americans. Well-balanced forces, the Polish battlegroups only lack heavy artillery support, to be provided by their Canadian & American allies.\n\n#Arialbold{4th Canadian Armoured Division}: organised as a British armoured division but almost entirely equipped with American equipment, 4th CAD relies mostly on tanks, with heavy artillery and bomber support to smash its way to the Poles. Lacking in infantry, it fields an unusual armoured recon regiment equipped not with Cromwell or Stuart, but fully-fledged Shermans!\n\n#Arialbold{90th Infantry Division}: coming from the South, the « Tough ‘Ombres » rely on a strong core of infantry, backed up with light tanks and a few Shermans. It also gets heavy support from USAAF's fighter-bombers.\n\n\n#Arialbold{GERMANS}:\n\n#Arialbold{Kampfgruppe Schimpf}: formed around a core of battle-hardened 3. Fallschirmjäger-Division veterans leading the way for the rest of the infantry column, it can rely on a strong AA support, as well as a few individual tanks, including the last functional Tigers.\n\n#Arialbold{Kampfgruppe Wisch}: composed of almost all the combat vehicles left in the pocket, mostly from 1. & 12. SS-Panzer as well as 116. Panzer, it relies on tanks, armoured cars & mechanised infantry, with only a few individual AA & artillery guns to cover its advance.\n\n#Arialbold{II. SS-Panzer-Corps}: elements from 2. & 9. SS-Panzer Division already outside the pocket are striking back to help the escapees break through the Polish positions. Although taking longer to build up its strength, it is a well-balanced force with ample AA & artillery support, as well as supplies."
"cb65f60f:46f875c9:24731a9f:9ab8467b";"US";"We need to hold enough ground as possible to avoid an early defeat!";"We need to hold enough ground as possible to avoid an early defeat!"
"cb69b121:49be5e2d:2c83958a:b12104d5";"US";"#Arialbold{Caumont's Gap} covers lost opportunity by US 1st Infantry Division to break the German front even before the Normandy campaign really started.\n\nAfter landing at « Bloody » Omaha with dreadful losses, the elite « Big Red One » moves carefully inland.\n\nNear Caumont-l'Eventé, unbeknownst to them, they advanced right into a major gap in the German defenses, virtually undefended: only two companies from 2. Panzerdivision's recon battalion are there, screening the complete lack of in-depth defense behind them …";"#Arialbold{Caumont's Gap} covers lost opportunity by US 1st Infantry Division to break the German front before the Normandy campaign even really began.\n\nAfter landing at « Bloody » Omaha with dreadful losses, the elite « Big Red One » moved carefully inland.\n\nNear Caumont-l'Eventé, unbeknownst to them, they advanced right into a major gap in the German defences, virtually undefended: only two companies from 2. Panzer Division's recon battalion were there, screening the complete lack of in-depth defence behind them…"
"cb767417:4b70b8ae:37b79488:8257fbc1";"US";"%1 km/h";"%1 km/h"
"cb83bb99:4c5fc297:b73ecf8b:e41af155";"US";"Aerial Bombardment";"AIR RAID"
"cb8af82b:4364e289:911bbf81:e3f972cb";"US";"Perte d'une Troupe de sécurité.";"One security troop lost."
"cbadbc0a:49f0d996:82efbeaf:29cb993e";"US";"Le maréchal Nikolaï Ogarkov, tenant de la ligne dure à Moscou, a pris une option sur la succession de Romanov. Des déclarations belliqueuses de l'OTAN ont renforcé sa position. Les autres chefs militaires se demandent s'ils doivent laisser le champ-libre à un jusqu'au-boutiste. Que préconisez-vous ?";"Marshal Nikolai Ogarkov is maintaining a hard line in Moscow and has taken an option on the succession of Romanov.\n\nBellicose statements from NATO have bolstered its position.\n\nThe other military chiefs are wondering if they should leave the field clear for a hard-liner?"
"cbb46ddb:4c1d44f9:050de280:f34d9408";"US";"Deployment zone";"Deployment zone"
"cbb88f2a:41219d89:261735b8:d6a35c98";"US";"The string does not represent a valid battlegroup.";"The string does not represent a valid battlegroup."
"cbd2387e:4965da3a:532f088e:c31b87c2";"US";"Land";"Land"
"cbd61a24:4322d98d:3f6705a9:e7d09a95";"US";"1945-1975. Japan-Soviet relationships are poisoned by the Soviet occupation of the Kuril Islands.\nHence, the two countries have not been able to ratify a formal peace treaty since the end of Wold War 2. ";"1945-1975. Japan-Soviet relationships are poisoned by the Soviet occupation of the Kuril Islands.\nHence, the two countries have not been able to ratify a formal peace treaty since the end of Wold War 2."
"cbde7c6f:42068634:caf1cfb0:36370da1";"US";"Echec de l'ONU";"Failure of the UN"
"cbe36de3:45008f40:8fd7e79f:c1577206";"US";"Change the audio language of the game.";"Change the audio language of the game."
"cbe41040:47efb0e0:16acb394:869f5efc";"US";"SERVER AUTHENTIFICATION";"SERVER AUTHENTIFICATION"
"cbef0fdb:470b4949:4f270faf:58647cb0";"US";"Le drapeau de la République Populaire de Chine flotte sur Hong Kong tandis que nos soldats se rendent par centaines !\nC’est une débâcle comme la couronne n’en avait plus connu ce siècle…";"The flag of the People's Republic of China is flying over Hong Kong while our soldiers are surrendering by the hundreds!\nThis is a debacle such as the crown has never seen in this century..."
"cbfba64f:470e8a22:42aebdad:962fd7f8";"US";"BACK";"BACK"
"cbfbdec7:4f6bee87:8aa76aba:6170ce7c";"US";"Reconnaissances aériennes indisponibles ce tour.";"Recon is unavailable for this turn."
"cbfe1956:49f99292:00d0f298:aeca41fc";"US";"Aiming time : %1~%2\nShots fired : %3\nPrecision : Medium";"Aiming time : %1~%2\nShots fired : %3\nPrecision : Medium"
"cc141435:4ad6327a:12cfc0b9:5784b868";"US";"PLAYERS";"PLAYERS"
"cc2b1d36:4491c50b:bd3db2b0:2f42cc1e";"US";"Hold Audouville and assist the DD tanks in getting through to the town.";"Hold Audouville and escort the DD tanks through the town."
"cc4d721b:48edc5a4:468facbf:abbb9e1f";"US";"Aerial Recon";"AERIAL RECON"
"cc53b7d3:470750ab:5a1e75a3:8adb145c";"US";"Discard your changes.";"Discard your changes."
"cc7239c8:4d0cf76f:506be1b6:ff33784a";"US";"La tempête se déplace de l'Atlantique à la Scandinavie. Les opérations de reconnaissance aérienne sont affectées sur ce théâtre.";"The storm is moving from the Atlantic to Scandinavia. Aerial recon operations may be affected in this theater."
"cc910a75:4b097a04:10a3b4b7:3facf5db";"US";"Richard SCHIMPF";"Richard SCHIMPF"
"cca399de:417b4ff0:c7d0e582:007a906d";"US";"Camera Right";"Camera Right"
