"PROJECT";"DICO";"TOKEN";"REFTEXT";"ID"
"WARGAME";"GameData:\Localisation\UNITES.csv";"2nMorUKCDO";"CMDO 2-in MORTAR";"c2b74248:40178858:8c6726a6:70fc275e"
"WARGAME";"GameData:\Localisation\UNITES.csv";"2ndRgrBat";"2nd Rangers";"b35e144e:423ede82:dd437881:623dc044"
"WARGAME";"GameData:\Localisation\UNITES.csv";"2pdr40l";"QF 2-pdr (late)";"6a5dfff2:463e0739:f14682ab:87fc17dd"
"WARGAME";"GameData:\Localisation\UNITES.csv";"2pdr40vl";"QF 2-pdr (very late)";"06640abd:4636d653:ad7b23bd:9d41e9eb"
"WARGAME";"GameData:\Localisation\UNITES.csv";"2x20mmAA";"Oerlikon x2";"3b7a1833:4c700f87:a5ed6a92:e1d17c78"
"WARGAME";"GameData:\Localisation\UNITES.csv";"300mm";"300mm";"1ab75178:41277f34:5860099c:47ff4239"
"WARGAME";"GameData:\Localisation\UNITES.csv";"326InfDivA";"326. Infanterie";"0d0bc8c8:42326517:304f8e94:1a409a9a"
"WARGAME";"GameData:\Localisation\UNITES.csv";"326InfDivB";"326. Infanterie";"be67df26:4067720a:28c93c9d:1bd1cbd8"
"WARGAME";"GameData:\Localisation\UNITES.csv";"352IDSc";"352. Infanterie SCENARIO";"4e02a17f:47674dcd:52e53d86:2ef08408"
"WARGAME";"GameData:\Localisation\UNITES.csv";"352ID_Mat";"352. Infanterie";"0a32c0b3:4791c981:ee3504a7:9f890d3d"
"WARGAME";"GameData:\Localisation\UNITES.csv";"352ID_Sce";"352. Infanterie SCENARIO";"d6998125:46045f38:7249aaa8:0ba5c9b3"
"WARGAME";"GameData:\Localisation\UNITES.csv";"356mm";"356mm";"6efacf23:4fc05f0a:1add6693:a7ace2fc"
"WARGAME";"GameData:\Localisation\UNITES.csv";"37mm";"37mm";"c34ea543:4aafda80:493c0581:febe6b37"
"WARGAME";"GameData:\Localisation\UNITES.csv";"380mm";"380mm";"b248087b:44d15a38:e37617a3:d366603c"
"WARGAME";"GameData:\Localisation\UNITES.csv";"381mm";"381mm";"6cff85e7:4bd350d2:57ca32a5:1bc696e6"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3ADUSSc";"3rd Armored SCENARIO";"3486a6f9:4430cc29:f476909b:42cc58ae"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3ADUS_Sce";"3rd Armored SCENARIO";"0c2ed6c5:4570bf52:cc15f28c:14725280"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3CAN_HBMO";"4th Canadian Armoured";"ec8ab5aa:43bed011:d0729d82:3373714e"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3CAN_Mat";"3rd Canadian Infantry";"06dcca77:4ef1923b:8534b292:a6fef39b"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3CAN_Sce";"The Highland Light Infantry of Canada";"633c4b1e:4bf7fe47:2a72d3bc:3ab631e2"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3FJ_HBMO";"3. Fallschirmjäger";"eacf3232:4246bf40:84bc11ba:7655b01f"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3FJ_Mat";"3. Fallschirmjäger";"23a6b5f7:4aac2b91:a278c2ac:c1f67eb7"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3FJ_Sce";"3. Fallschirmjäger SCENARIO";"fb43f951:46050ee5:d4386186:6486c905"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3ID_HBDS";"3rd Infantry";"45bfb6fd:4517067f:929070bb:7c67ab93"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3inMortar";"3-in mortar";"f9f3b986:40c32437:663df8a1:7dbe45ee"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3nMorCAN";"3-in MORTAR";"d72b291f:4b7327f5:c398d9b2:7673e28f"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3nMorPOL";"3-cal MOŹDZIERZ";"9f3c1149:48d1ff9d:951f5c8c:5d95dd83"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3nMorUK";"3-in MORTAR";"c8229853:4d71306d:1c637788:d983f924"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3nMorUKAB";"AB 3-in MORTAR";"6feefcb6:46fbf8da:963aa1bc:fa06be42"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3nMorUKCDO";"CMDO 3-in MORTAR";"f0bc696c:45255611:e1fa219f:1b4c80bc"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3xPolstCAN";"TRI-POLSTEN";"b92cc591:4505b268:f60861ae:2042efec"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3xPolstPOL";"TRI-POLSTEN";"910f9fcb:4c46d5bd:653d34bc:595b5731"
"WARGAME";"GameData:\Localisation\UNITES.csv";"3xPolstUK";"TRI-POLSTEN";"a54a8707:482dafc5:5831449d:9a967259"
"WARGAME";"GameData:\Localisation\UNITES.csv";"40mm";"40mm";"f25fbd49:4a6b7c8a:3fa8238a:a5391796"
"WARGAME";"GameData:\Localisation\UNITES.csv";"42mm";"42mm";"92ecf643:406d5765:55b37f86:0d1fe1be"
"WARGAME";"GameData:\Localisation\UNITES.csv";"450kg";"450kg";"0442cd63:483f27d1:053e9792:4b1cca2f"
"WARGAME";"GameData:\Localisation\UNITES.csv";"45kg";"45kg";"445794d8:42dc3407:c6b81091:e3b654ea"
"WARGAME";"GameData:\Localisation\UNITES.csv";"47Bohler";"47mm Böhler";"831a7803:4c4f2705:3eb126b6:38638358"
"WARGAME";"GameData:\Localisation\UNITES.csv";"47mm";"47mm";"8cfb3fa0:45275570:300ce49b:38126766"
"WARGAME";"GameData:\Localisation\UNITES.csv";"4ADUS_Mat";"4th Armored";"e5e69378:4f3ad326:160e5d8e:e71f9ede"
"WARGAME";"GameData:\Localisation\UNITES.csv";"4ADUS_Sce";"4th Armored SCENARIO";"5f8f513f:4f395dfc:97f735b6:0de28f8b"
"WARGAME";"GameData:\Localisation\UNITES.csv";"4CAN_HBMO";"4th Canadian Armoured";"7df8f0cb:4d043cc8:b53285a2:a603f8de"
"WARGAME";"GameData:\Localisation\UNITES.csv";"4inMortar";"4,2-in mortar";"c879aa48:4540b2c5:a0dd2088:526751e4"
"WARGAME";"GameData:\Localisation\UNITES.csv";"4nMorCAN";"4,2-in MORTAR";"22bc67fa:412f425d:42426487:ca296a44"
"WARGAME";"GameData:\Localisation\UNITES.csv";"4nMorPOL";"4,2-cal MOŹDZIERZ";"e8d73f23:4eea6f1f:ced904bd:aa6df5cd"
"WARGAME";"GameData:\Localisation\UNITES.csv";"4nMorUK";"4,2-in MORTAR";"31d28460:443fe96b:69335ba9:b32bceea"
"WARGAME";"GameData:\Localisation\UNITES.csv";"500kg";"500kg";"6a14d4bc:4d37f1dc:69621fa6:37d0266a"
"WARGAME";"GameData:\Localisation\UNITES.csv";"50kg";"50kg";"4383033c:446531ac:aa962b96:ec1a8772"
"WARGAME";"GameData:\Localisation\UNITES.csv";"50mm";"50mm";"c2c6a500:47fd4d98:20007bb1:bda433c1"
"WARGAME";"GameData:\Localisation\UNITES.csv";"57mm";"57mm";"5662a3b3:45a9a90d:3d6a7f9e:84e54c88"
"WARGAME";"GameData:\Localisation\UNITES.csv";"58mm";"58mm";"e4681178:4d15b5a6:57dc10ae:9ca7af29"
"WARGAME";"GameData:\Localisation\UNITES.csv";"5PB_HBDS";"6th Airborne";"292ec602:457ac7a3:68affdaa:e4cf2d9e"
"WARGAME";"GameData:\Localisation\UNITES.csv";"5inRoc";"HVAR x10";"04a1f58c:4d99c6eb:925250b9:5e8bbeef"
"WARGAME";"GameData:\Localisation\UNITES.csv";"5inRoc6";"HVAR x6";"4a4aafb7:4dd51408:9383cbb1:e5e63c3a"
"WARGAME";"GameData:\Localisation\UNITES.csv";"600mm";"600mm";"5ae14f0c:4dd74e2a:7d9b3cb3:0fc1370f"
"WARGAME";"GameData:\Localisation\UNITES.csv";"60mm";"60mm";"3c0bb994:47fa01be:18baceba:d16ce97f"
"WARGAME";"GameData:\Localisation\UNITES.csv";"66mmHEAT";"66mm HEAT";"07a17e5a:4d8ca825:8d5b5ca3:2516f2d1"
"WARGAME";"GameData:\Localisation\UNITES.csv";"6AB_Mat";"6th Airborne";"3943770c:4f8cb663:fdddd7a6:726e32c0"
"WARGAME";"GameData:\Localisation\UNITES.csv";"6CdoUK";"CMDO 6";"f04cf338:4ff41f38:908c61a6:c80645de"
"WARGAME";"GameData:\Localisation\UNITES.csv";"6TankBrig";"6th Guards Tank Brigade";"b2e16a03:404c1f60:5980d689:be55fcb5"
"WARGAME";"GameData:\Localisation\UNITES.csv";"6pdr57mm";"QF 6-pdr";"6205037a:40db59c3:5e368cb3:2057a2fc"
"WARGAME";"GameData:\Localisation\UNITES.csv";"6pdrCAN";"6-PDR";"6309c70a:41b4459e:0d91c497:1767affd"
"WARGAME";"GameData:\Localisation\UNITES.csv";"6pdrFR";"CANON 57mm";"4ac59d1f:4ebc889c:40a6a589:267e2b85"
"WARGAME";"GameData:\Localisation\UNITES.csv";"6pdrPOL";"ARMATA 6-PDR";"3455b959:4a005c87:4ec8cd89:242ffeb0"
"WARGAME";"GameData:\Localisation\UNITES.csv";"6pdrUK";"6-PDR";"58b93a7e:4d87f08c:6ec802af:2c7f80f7"
"WARGAME";"GameData:\Localisation\UNITES.csv";"6pdrUS";"M1 GUN 57mm";"98932095:43ffc198:c656d6a2:e6b8638a"
"WARGAME";"GameData:\Localisation\UNITES.csv";"6pdrUSAB";"AB M1 GUN 57mm";"5480cb6c:48b99d0a:285a47ae:5dc01f03"
"WARGAME";"GameData:\Localisation\UNITES.csv";"70kg";"70kg";"51ef7128:44fdd9d6:5cce55a7:88627cdc"
"WARGAME";"GameData:\Localisation\UNITES.csv";"716ID";"716. Infanterie";"4650436e:47af6d51:c5bc5f8e:431eef26"
"WARGAME";"GameData:\Localisation\UNITES.csv";"736GR_HBDS";"716. Infanterie";"5e1e7138:487dea5a:9da01b8e:5d0ef87c"
"WARGAME";"GameData:\Localisation\UNITES.csv";"75mm";"75mm";"611de28b:4a02e44b:951926b8:c9c1b9d2"
"WARGAME";"GameData:\Localisation\UNITES.csv";"75mmHEAT";"75mm HEAT";"0d85af7d:40d63e91:233c84b6:282a1b1a"
"WARGAME";"GameData:\Localisation\UNITES.csv";"76_2mm";"76,2mm";"3aa0f301:410c0334:3728ac94:102451f7"
"WARGAME";"GameData:\Localisation\UNITES.csv";"76mm";"76mm";"d74c250a:4a1df017:6bfc81a7:f4e52fd0"
"WARGAME";"GameData:\Localisation\UNITES.csv";"7ADUK_Mat";"7th Armoured";"d74d5b95:4323f444:1db5b6bd:ebc8513b"
"WARGAME";"GameData:\Localisation\UNITES.csv";"7_5mm";"7,5mm";"e97ae0ba:414073af:937adb88:a26f1065"
"WARGAME";"GameData:\Localisation\UNITES.csv";"7_62mm";"7,62mm";"3f19edf8:4f54255a:9d4d52a1:07ecb6d7"
"WARGAME";"GameData:\Localisation\UNITES.csv";"7_63mm";"7,63mm";"8e428ba8:43ba70d9:8ae6ca94:5c3a6e44"
"WARGAME";"GameData:\Localisation\UNITES.csv";"7_7mm";"7,7mm";"578dd8a5:4508e983:3135908e:b4c2ff22"
"WARGAME";"GameData:\Localisation\UNITES.csv";"7_92mm";"7,92mm";"8a5b226b:4c91f7ef:5b879982:8a982a5c"
"WARGAME";"GameData:\Localisation\UNITES.csv";"80mm";"80mm";"51287fd6:4337fcef:64c1aeae:d44d1e00"
"WARGAME";"GameData:\Localisation\UNITES.csv";"81mm";"81mm";"7ff5b0f1:4e5add9f:cbc863a2:42a466c8"
"WARGAME";"GameData:\Localisation\UNITES.csv";"82mm";"82mm";"4eb25020:418d3d2e:a9e88ab3:ee9dff41"
"WARGAME";"GameData:\Localisation\UNITES.csv";"82ndSolo";"Task Force Warren";"55275d00:46e61fb8:fe677085:a7596bb9"
"WARGAME";"GameData:\Localisation\UNITES.csv";"83mmHEAT";"83mm HEAT";"8d5b3c8f:47964f79:0da80dbc:06b23d25"
"WARGAME";"GameData:\Localisation\UNITES.csv";"88mm";"88mm";"dd7d976d:479ed600:6ef35b8f:fa72b815"
"WARGAME";"GameData:\Localisation\UNITES.csv";"88mmHEAT";"88mm HEAT";"58dce76e:4828683f:c4de87bd:33508248"
"WARGAME";"GameData:\Localisation\UNITES.csv";"91LLD";"91. Luftlande";"3752e371:42d267aa:624b089a:9992ee92"
"WARGAME";"GameData:\Localisation\UNITES.csv";"91LLD_Sce";"91. Luftlande SCENARIO";"ed112cbb:414360dc:518058a5:7e6e4169"
"WARGAME";"GameData:\Localisation\UNITES.csv";"95mm";"95mm";"d9213e4c:4cfc34cf:c45723af:6e940152"
"WARGAME";"GameData:\Localisation\UNITES.csv";"9Pz_Mat";"9. Panzer";"16b0f96e:419149e7:1be631af:30f0d84a"
"WARGAME";"GameData:\Localisation\UNITES.csv";"9Pz_Sce";"9. Panzer SCENARIO";"463bf1f7:465f1516:76657bad:bcd58215"
"WARGAME";"GameData:\Localisation\UNITES.csv";"9mm";"9mm PB";"56f7a946:4d08bcee:5c54019f:0edf094e"
"WARGAME";"GameData:\Localisation\UNITES.csv";"A20CUS";"A-20C";"3e4ec9da:4ab01cc8:c47edf97:a5f07b34"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AAM";"AAM";"643d797d:4a1f3429:091e60bc:c714729d"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AB23";"AB 23 SD-2";"ab69d387:48f7ecd9:d59642a6:a28a53ad"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ABHoward";"AB LEADER HOWARD";"57a127e5:434ea809:d4bb5694:18e99a34"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ABLdrUK";"AB LEADER";"46859708:466c9c7a:d6f422aa:ff3425b9"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ACE_ABBOT";"Bill Bellamy";"0a9c02f4:4159d515:866069a9:1a1d8e3f"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ACE_ABRAMS";"Creighton Abrams";"fb3bf4a6:468daa08:1c6094a4:738c130b"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ACE_BARKMA";"Ernst Barkmann";"637be138:4cb61084:da044eab:306c6f3b"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ACE_CLOSTE";"Pierre Clostermann";"b1c4b8fd:43f8291d:f30bb48a:9e2b5946"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ACE_GABRES";"Francis Gabreski";"af353dfa:4172a138:9fb69293:bf01b6dd"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ACE_HARRIS";"Wilfred Harris";"a538131d:4af71fe5:d32b8db7:23576fb8"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ACE_HOWARD";"John Howard";"aa3e67b5:4626e21f:fcf2e79d:8f6f4508"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ACE_KNIPSE";"Kurt Knispel";"d3a33d41:49986090:77b51eb8:2dc04f5d"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ACE_KRETZ";"Willy Kretzschmar";"cf9dc149:477b7288:d11c7180:ec29e47e"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ACE_LMAJOR";"Leo Major";"759c0d89:4843de07:3fa17794:247498b1"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ACE_POOL";"Lafayette Pool ";"6b75d678:4b91738a:1408a086:9cd962ff"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ACE_PRILLE";"Josef Priller";"511fbe13:400b90c6:59bb1e82:f66505cb"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ACE_RAMSCH";"Horst Rämsch";"d71e5388:4f7b3756:3098cf93:c43ef100"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ACE_ROSIE";"Charles Carpenter";"d5081086:4a5a3a6a:9948f4ba:5632c629"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ACE_UHLIG";"Alexander Uhlig";"31c3ee92:48e8f2b4:9cfc2481:f4b12963"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ACE_WINTER";"Dick Winters";"9115cbda:471256bb:77b1be97:6ec98201"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ACE_WITTMA";"Michael Wittmann";"79b0a1fa:4ee64598:744776b2:7870398b"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AECMk3";"AEC Mk.3";"ac78a827:4a96a537:089a2e95:c2d75a09"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AM8Greyh";"AM-M8 SPAHIS";"cf2682ee:4e63e775:7c08c984:d94d3b54"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AM8RBGreyh";"AM-M8 RBFM";"d6889c30:48bb4559:64b02da9:1192928a"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ANM30";"M30 45kg";"d8dfd17a:445bce91:b2d2048c:18b6407b"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ANM57";"M57 110kg";"75752170:4d371eec:be08c9a2:de0ad9bc"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ANM64";"M64 230kg";"7338138e:4d86071e:f45ff689:878823ad"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ANM65";"M65 450kg";"40d88ac3:4457b58f:99cafea1:a24d84e2"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ANM76";"AN M76 Incendiary";"4083693c:420185ba:cf4a1d8b:b6d33ac1"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AOPCAN";"AOP CARRIER (203mm)";"d9b3383f:4a053394:d25f9c91:359a435e"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AOPUK";"AOP CARRIER (203mm)";"b9e7a02a:430e4402:fd25b4b3:68f53352"
"WARGAME";"GameData:\Localisation\UNITES.csv";"APC";"Armored Personel Carrier";"465282e3:4500092d:7fc34083:834dc7f3"
"WARGAME";"GameData:\Localisation\UNITES.csv";"Aavehicl";"Anti-Aircraft Artillery";"30584de4:4bef4fb0:bfa5ebbc:699d6f57"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AirCmd";"AB LEADER";"32567e70:49c0aeda:7578078f:3a4b2977"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AirRif";"AIRLANDING";"138b20cf:4bd0dbc1:6f54b1af:a5d1dd7e"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AirSup";"Air Superiority fighter";"b603488c:460ee997:3d7376bb:3bfe7a5d"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ArmCmd";"Command Armor";"74fd322d:4115d892:b59bd7ac:f2f52a54"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ArmCmdEarl";"ARM. LEADER";"f1354901:4ea10c23:46fcb284:0f57cbef"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ArmCmdLate";"ARM. LEADER*";"32449a61:40211fc5:7daa5d8b:f32818bb"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ArmSupply";"Armored Supply Truck";"f134d1da:4e0043d7:c66640a1:404ad3eb"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ArmesCQC";"Armes de corps à corps";"a589e3e8:4fc1c0bc:0fcbf8a7:9ebc6bc7"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ArmesMID";"Armes à mi-distance";"073988be:4d019ea5:ced42ca5:915e3002"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ArmoReco";"Armored Recon";"c3549bff:42109dbd:834859b2:6b9c2be8"
"WARGAME";"GameData:\Localisation\UNITES.csv";"ArtHowit";"Howitzer";"65b2f659:42c45464:85840e99:4207cfd3"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AsltLeader";"ASSAULT LEADER";"d7d9493a:46721fd4:c4b03c8b:3e761d3e"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AsltMGUS";"ASSAULT MG";"c7d4ca74:420eb72e:257b0f86:32e4e51e"
"WARGAME";"GameData:\Localisation\UNITES.csv";"Asltbazook";"ASSAULT BAZOOKA";"59f04dd0:489e52c1:8823f8a2:bdb1c937"
"WARGAME";"GameData:\Localisation\UNITES.csv";"Asltbreach";"ASSAULT BREACHERS";"9b88abda:4ad77551:d52e068a:b2317fa5"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AsltteamUS";"ASSAULT TEAM";"792ccc27:440b3799:600363bc:5c050605"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AstCmdo";"CMDO ASSAULT";"c2f17f8e:44d04c6d:bd139ba2:1380d7d1"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AstPionCAN";"ASLT. PIONEERS";"94ca38c5:4aa39069:31a5d29c:ceddf840"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AstPionPOL";"SAPERZY";"73d1ce68:48b9e8ea:12721593:c9dba45f"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AstPionUK";"ASLT. PIONEERS";"a4cc25cd:44ea4af4:3dd4b7a2:58250ff9"
"WARGAME";"GameData:\Localisation\UNITES.csv";"Attacker";"BREAKTHROUGH - ATTACKER";"7c39e5bd:4ce5d503:284ff491:e5552f0f"
"WARGAME";"GameData:\Localisation\UNITES.csv";"Atvehicl";"Tank Destroyer";"41ab6de4:4974d839:79ca06ba:f2901f3f"
"WARGAME";"GameData:\Localisation\UNITES.csv";"Aufklarer";"SPÄHTRUPP";"3a1013dc:4a2ee080:12617cbc:38cb136f"
"WARGAME";"GameData:\Localisation\UNITES.csv";"Aufksm";"AUFKLÄRER";"f2b4ca40:4eb13180:4fe55384:084a8280"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AusterCAN";"AUSTER";"ba8a15cf:4422c645:031f79a6:d0e44622"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AusterPOL";"AUSTER";"84b1a567:4774729b:9fc26caa:863dffe7"
"WARGAME";"GameData:\Localisation\UNITES.csv";"AusterUK";"AUSTER";"ce1012e2:49d44e3c:9817c5a2:b51ee01f"
"WARGAME";"GameData:\Localisation\UNITES.csv";"Autoblinda";"SPW AB 41";"f163716c:49c37191:823b6aa9:0a66ca9c"
"WARGAME";"GameData:\Localisation\UNITES.csv";"Autocano";"Autocannon";"161099c9:42809666:64aa2db0:b6838f15"
"WARGAME";"GameData:\Localisation\UNITES.csv";"B1bis";"FFI CHAR B1 BIS";"91888e88:428603ab:d3d1cd92:ee45f524"
"WARGAME";"GameData:\Localisation\UNITES.csv";"B1bisABS";"ABS Mle 1929";"1543949c:4a73c9e1:3b5802b9:1299e3d9"
"WARGAME";"GameData:\Localisation\UNITES.csv";"B2";"PANZER B2(f)";"4959b77a:4266383b:fcfd808c:b11a7d60"
"WARGAME";"GameData:\Localisation\UNITES.csv";"B25CMitche";"MITCHELL II";"77560fdc:4c4408a0:269bea93:60837f49"
"WARGAME";"GameData:\Localisation\UNITES.csv";"B26B10mg";"B-26B-10 MARAUDER";"e84e889d:44a842ad:e4bc39ab:89fffbd5"
"WARGAME";"GameData:\Localisation\UNITES.csv";"B26B110";"B-26B MARAUDER";"2b72f003:4f24dcad:ef444e9b:e6af040b"
"WARGAME";"GameData:\Localisation\UNITES.csv";"B26B230";"B-26B MARAUDER";"cfcc0a0e:47215674:50c55398:f5e2387f"
"WARGAME";"GameData:\Localisation\UNITES.csv";"B26B45";"B-26B MARAUDER";"66419d21:455ca1e5:b6c0d2b4:f8f74a3f"
"WARGAME";"GameData:\Localisation\UNITES.csv";"B26B450";"B-26B MARAUDER";"9634ce6d:4450f797:6d012490:4fab493d"
"WARGAME";"GameData:\Localisation\UNITES.csv";"B26BSupply";"B-26B MARAUDER";"efb96727:41e288c9:4913708c:ee3ecb56"
"WARGAME";"GameData:\Localisation\UNITES.csv";"B26turret";"M2HB Turret";"be6eba67:4f5d7f96:d52f2f85:3a022b8e"
"WARGAME";"GameData:\Localisation\UNITES.csv";"B2Flam";"FLAMMPZ. B2(f)";"98fb5254:4492ad55:e5400abd:d95df28c"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BAR";"M1918A2 BAR";"8f15f1fd:4ea16fb8:78792f8d:371b5ee8"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BK37";"Bordkanone 37mm";"87346045:45ce12b6:5ca94e80:52921654"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BK37x2";"Bordkanone 37mm x2";"a88ed4c4:44cda41c:05aa7f9d:aed758a3"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BK75";"Bordkanone 75mm";"36507855:4e747021:1fad9284:7601d2f1"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BMWR75";"BMW R.75";"1a41966e:45f2324a:c5f28fb4:e1d71bda"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BOUNCE1";"BOUNCE";"f799a37a:4fd84557:76389390:441ff374"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BSdKfz105";"BEO.PZ 251/18 (105mm)";"88722dc0:49a83a4d:03894ab6:6c75221e"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BSdKfz150";"BEO.PZ 251/18 (150mm)";"ad18bd5a:45ab8758:20a0d4b0:fa1346ba"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BazTeam";"BAZOOKA";"080fa495:40aced3c:4ef096b7:cdac588f"
"WARGAME";"GameData:\Localisation\UNITES.csv";"Bazooka";"BAZOOKA";"9da65d27:4ebf24ce:fef2a08c:3a484aca"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BazookaAB";"AB BAZOOKA";"24896751:4bf28c1f:f880378a:f0bae882"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BazookaFR";"BAZOOKA";"31efb2cf:49b8b33f:2dbbb194:d6094f89"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BedfSupCAN";"BEDFORD SUPPLY";"1bcc53f0:420ccdc2:00fc33ad:abc24ce5"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BedfSupPOL";"BEDFORD ZAOP.";"935b2152:4f9f6ccf:a31205bd:7cbdd706"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BedfSupUK";"BEDFORD SUPPLY";"0356a43b:4da8b264:13065787:d7613520"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BedfordCAN";"BEDFORD";"51cd7330:4471f5be:4738269c:b6be0a47"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BedfordPOL";"BEDFORD";"d0c78846:4d28000b:c8dcc8a1:d4168cd8"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BedfordUK";"BEDFORD";"fa8985f8:4ad69d9b:f50dee83:fe232504"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BefBMWR75";"BEF. BMW R.75";"a6967617:43a158b9:bccbc297:3172beba"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BefPanzerI";"BEF. PANZER IV H RÄMSCH";"e8355803:42afca92:93445c81:5f277784"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BefStuG";"BEF. STUG III";"5227e156:482a7380:63ff3580:4a74d386"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BeoKubel";"BEO.KÜBEL. (380mm)";"b09fd27f:4350a342:19402da5:502c9edb"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BeoKubelG";"BEO.KÜBEL. (600mm)";"7186eedf:48d46a2b:b08ba8b9:a4b2bc58"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BeoPanzerI";"BEO.PZ IIC";"1dbb6728:426de189:8271a99b:f11795bf"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BeoSchwim";"BEO.SCHWIM. (210mm)";"ec51e3b6:4ef81e55:8761839c:52f6e354"
"WARGAME";"GameData:\Localisation\UNITES.csv";"BeoStorch";"BEO.STORCH";"fbc6a3ce:4c699000:f4f609b2:384af0cc"
