"TOKEN";"COMMENT";"DO NOT TRANSLATE";CONSTRAINT;"REFTEXT";"CLASSEMENT";"ExisteDansSlayer"
"T3_HNT12";"         ";"-J--j";;"退却中の #pabriflefb, 部隊は自動的に安全な場所に向かいだす.\nその期間中は,君は他の命令を部隊に与える事が出来なくなる.";"In FALL BACK stance #pabriflefb, the squad will automatically run back to a safe position.\nDuring that time, it's impossible for you to give any other order.";
"T3_HNT13";"         ";"-J--j";;"味方の偵察部隊 #ascouts が,ちょうどs.MG 42 #emg42を視認できる位置についた.";"An ally SCOUTS #ascouts unit has just arrived to keep an eye on the s.MG 42 #emg42.";
"T3_HNT14";"         ";"-J--j";;"サー,三つの選択肢がある:\n一つ目は,最も安全だが時間がかかる. 離れた場所から迫撃砲チーム #pabmortar を使って s.MG 42 #emg42を除去させれば 兵士の命が無駄にならない.";"Now sir, you have 3 options:\nThe 1st one, the safest but most time-consuming, consists in using mortar teams #pabmortar to kill that s.MG 42 #emg42 from afar, thus sparing soldiers' lives.";
"T3_HNT15";"         ";"-J--j";;"二つ目は,迫撃砲チームに #coloredtext4{指定位置に煙幕を張る} #smokeonposition 命令 (ショートカットキー #inputb) を出し, s.MG 42 #emg42 の射線を塞ぎ やつらと白兵戦を行わせる為に, 身を隠した君の歩兵部隊を突撃させる.";"The 2nd option, the quickest, consists of using the #coloredtext4{SMOKE ON POSITION} #smokeonposition order (Short-key #inputb) of your mortar team, to cut the line of sight of the s.MG 42 #emg42 and conceal your INFANTRY's advance to engage it in close-quarter combat.";
"T3_HNT16";"         ";"-J-pj";;"三つ目は,最も危険性が高い.歩兵部隊をMG 42 #emg42 の側面に回り込ませる. 警告するが: 本当に血の海になるぞ…";"The 3rd option, the most dangerous one, consists of flanking the s.MG 42 #emg42 with INFANTRY squads. But be warned: it can turn into a real bloodbath…";
"T3_HNT17";"         ";"-J--j";;"迫撃砲チームがやってくる #ptransport2. s.MG 42 #emg42から距離をとり, 敵から直接攻撃を受ける事が無いように, 彼らの安全を確保をせよ. 君は迫撃砲チームの曲射弾道 #art を生かせる安全な位置に降車させる必要がある.";"Mortar team incoming #ptransport2. It is safe to keep them away from the s.MG 42 #emg42 as they cannot directly attack an enemy. Instead, you need to take advantage of the mortar's long range curved shot #art and disembark the gunners in a safe place.";
"T3_HNT18";"         ";"-J--j";;"砲兵部隊を使うには,手動で #coloredtext4{指定位置に発砲} #fireposition 命令 (ショートカットキー #inputt)を使い,マウスで位置を指定するか, もしくは直接視認できていれば,目標 #emg42 を右クリック #mouserightclick する.\n曲射弾道 #art は地上障害物を気にする必要はない.";"To use an ARTILLERY unit you need to manually use the #coloredtext4{FIRE ON POSITION} #fireposition order (Short-key #inputt) and point it at that house. Or RIGHT CLICK #mouserightclick on the target #emg42, if seen, to directly try to kill this unit.\nThe curved shot #art does not take care of ground obstacles.";
"T3_HNT19";"         ";"-J-pj";;"ファイヤーインザホール! ショーを楽しめ !";"Fire in the hole! Enjoy the show!";
"T3_HNT2";"          ";"-J--j";;"君の戦闘集団を組み立てるために,次へをクリックせよ.";"Click NEXT to compose your BATTLEGROUP.";
"T3_HNT20";"         ";"-J--j";;"AB MORTAR 60MM #pabmortar の弾薬がほとんど空だぞ,サー.近くのユニットに弾薬補給できる JEEP SUPPLY #pjeepsupply の増援が利用可能だ.";"The ammo for the AB MORTAR 60MM #pabmortar is almost depleted, sir. Requisition the available JEEP SUPPLY #pjeepsupply to replenish nearby units with ammunition.";
"T3_HNT21";"         ";"-J--j";;"良くやったぞ,サー. s.MG 42 #emg42 をバラバラにした!";"Well done, sir. The s.MG 42 #emg42 has been cut to pieces!";
"T3_HNT22";"         ";"-J-pj";;"君は歩兵部隊と砲兵部隊の連携が,戦場において有利になることを 正しく身につけた.";"You have successfully put into practice the combination of INFANTRY and ARTILLERY units to regain the advantage on the field.";
"T3_HNT23";"         ";"-J--j";;"一つもユニットが配置されていない!  #coloredtext4{徴発メニュー}からユニットを選択し,戦場に配置せよ.";"No units have been deployed! Please pick a unit in the #coloredtext4{REQUISITION MENU} to position the unit on the battlefield.";
"T3_HNT23b";"        ";"-J--j";;"部隊は #coloredtext4{徴発ポイント}と呼ばれる青い矢印からユニットは現れ,#coloredtext4{高速移動} 命令によって道路網を使い最短ルートをとる.";"The unit will then appear from the blue arrow called REINFORCEMENT POINT in MOVE FAST order to take the fastest route, using the road network, to the selected position.";
"T3_HNT24";"         ";"-J--j";;"君は部隊を失った ! #coloredtext4{徴発メニュー}から部隊を選択して,戦場に部隊を配置せよ.";"You've lost a unit, sir! Call for reinforcements and deploy the new unit on the battlefield.";
"T3_HNT25";"         ";"-J--j";;"迫撃砲チーム #pabmortar は敵の射程外にいるようにせよ! 君のユニットを,ここから離れた安全な場所へ移動させよ!";"Keep your mortar #pabmortar teams away from enemy range! Move your unit to the furthest and safest position from here!";
"T3_HNT3";"          ";"-J--j";;"アンロックされた砲兵と支援のスロットが一つづつある.\n君の戦闘集団に,利用可能な新しい部隊の追加を忘れるな.";"One unit’s pack slots is available in the unlocked ARTILLERY and SUPPORT classes.\nDon’t forget to add the new units available in your BATTLEGROUP.";
"T3_HNT4";"          ";"-J--j";;"いつも通りに #coloredtext4{AB RIFLES} を選べ.";"Pick the usual #coloredtext4{AB RIFLES} card for your BATTLEGROUP.";
"T3_HNT5";"          ";"-J--j";;"#coloredtext4{AB MORTAR 60MM}部隊が利用可能となっている.\n離れた場所へ間接砲撃 #art が出来る 60mm迫撃砲を装備している.\nこれを戦闘集団に選べ.";"The #coloredtext4{AB MORTAR 60MM}, is now available. It is a weapon team armed with a single 60mm mortar which shoots an INDIRECT FIRE #art at position from a distance.\nPick it for your BATTLEGROUP.";
"T3_HNT6";"          ";"-J--j";;"非武装の #coloredtext4{JEEP SUPPLY} 部隊が利用可能になっている.\nこれを戦闘集団に選べ.";"The unarmed #coloredtext4{JEEP SUPPLY}, is now available.\nPick it for your BATTLEGROUP.";
"T3_HNT7";"          ";"-J--j";;"これまでに学んだ事を十分に活用し AB RIFLES #pabrifle 部隊で#coloredtext5{農場を偵察}せよ.";"Make good use of what you've learnt so far, and #coloredtext5{INSPECT THE FARM} area with your AB RIFLES #pabrifle squad section.";
"T3_HNT8";"          ";"-J--j";;"なんてことだ! MG 42 #emg42だ!";"Goddammit! It's an s.MG 42 #emg42!";
"T3_HNT9";"          ";"-J-pj";;"機関銃は,建物の中置かれ完璧に守られている #heavycover \n我々の坊や達は,反撃のチャンスも無いまま耐えるしかない:\nよりよい対処法を練る為,彼らを適切に退却させろ!";"Since that machine gun is quite well-protected #heavycover inside that building, our boys stand no chance to fight back: Make them retreat in order to plan a better approach!";
"7itnNk0qhC";"       ";"@@@@j";;"防衛施設 1を無力化せよ.";"Neutralise the s.MG 42.";
"9852NMulkg";"       ";"----j";;"Assault using the AB Mortar 60mm smoke or with min. 2 AB Rifles on the s.MG 42.";;
"EuJjRo73Sn";"       ";"-J--j";;"オプション 1";"Option 1";
"h4XaGypI48";"       ";"-J--j";;"AB Mortar 60mm を降車させ,MG 42に,砲火を浴びせよ.";"Unload the AB Mortar 60mm and shellfire on the s.MG 42 position.";
"n79axK9LiU";"       ";"@@@@j";;"敵の密集地点を盤外砲撃せよ.";"Kill or capture the enemy unit.";
"plXqfkXYq7";"       ";"-J--j";;"オプション 2 & 3";"Options 2 & 3";
"T4_HNT1";"          ";"-J--j";;"この教練では,君は友軍の戦車の目となり侵攻の手助けをする. 偵察クラスへのアクセスが認められた.";"In this exercise, you will help an allied TANK progress through the map by being its eyes. You are being granted access to the RECON class.";
"T4_HNT10";"         ";"-J--j";;"敵を視認! s.MG 42 #emg42!\nこいつは戦車に非常に近い!";"Enemies identified! It is a s.MG 42 #emg42!\nThis one was pretty close to the TANK!";
"T4_HNT11";"         ";"-J--j";;"戦車に除去させよ; MGでは傷一つ付かない.\n歩兵とは違うのだよ,君も知っての通り…";"Let the TANK get rid of it; it is impervious to MG fire.\nUnlike your INFANTRY, as you well know …";
"T4_HNT12";"         ";"-J--j";;"OK, まだ2部隊が,どこかに隠れている…";"OK, two more enemy units are hiding somewhere else ...";
"T4_HNT13";"         ";"-J--j";;"ヘッジローの中の進軍は,君自身の部隊も隠す.\nマップ上要素にマウスカーソルをホバーさせると隠蔽レベル情報がわかる:\n 黄色#cursorlight は軽度の隠蔽, 緑色 #cursorheavy は重度の隠蔽.";"Progress within the hedgerow to conceal yourself.\nIf you hover over elements of the map, it will provide you with information on their level of protection and concealment:\nYellow #cursorlight for LIGHT COVER #lightcover and Green #cursorheavy for HEAVY COVER #heavycover.";
"T4_HNT14";"         ";"-J--j";;"見てわかるとおり,索敵部隊 #reco はフロントラインに影響を及ぼさず, 敵の支配地域内でも, 完璧に隠れている事が出来る.";"As you can see, RECON #reco units don't influence the FRONTLINE, so they are able to sneak up quietly into enemy territory.";
"T4_HNT15";"         ";"-J--j";;"君の部隊が侵攻している時,君は,ショートカットキー #inputc)を 押すと, マウスカーソルのある地点や, 自軍部隊の #coloredtext4{視界} #lof を見る事が出来る.";"While your unit is advancing, you can see the #coloredtext4{LINE OF SIGHT} #lof of your unit or the enemy's one, by pressing the (Short-key #inputc).";
"T4_HNT16";"         ";"-J--j";;"s.MG 42 #emg42 を発見!";"s.MG 42 #emg42 identified!";
"T4_HNT17";"         ";"-J--j";;"敵１部隊が残っている 静かに!";"One enemy left! Keep quiet!";
"T4_HNT18";"         ";"-J--j";;"農場セクターにおいて,s.MG 42 #emg42 を視認!";"s.MG 42 #emg42 identified in the farm sector!";
"T4_HNT19";"         ";"-J--j";;"まもなく戦車到着.";"TANK on the way.";
"T4_HNT2";"          ";"-J--j";;"君の戦闘集団を組み立てるために,次へをクリックせよ.";"Click NEXT to compose your BATTLEGROUP.";
"T4_HNT20";"         ";"-J--j";;"良くやった,サー, もうここには敵がいる兆候は無い.";"Well done, sir, there's no longer any sign of an enemy presence.";
"T4_HNT21";"         ";"-J--j";;"戦場における索敵の重要性について学び,これの運用方法に習熟した. グッジョブ!";"You've understood the value of RECONNAISSANCE units on the battlefield, and have mastered their use. Good job!";
"T4_HNT22";"         ";"-J--j";;"一つもユニットが配置されていない!  #coloredtext4{徴発メニュー}からユニットを選択し,戦場に配置せよ.";"No units have been deployed! Please pick a unit in the #coloredtext4{REQUISITION MENU} to position the unit on the battlefield.";
"T4_HNT22b";"        ";"-J--j";;"部隊は #coloredtext4{徴発ポイント}と呼ばれる青い矢印からユニットは現れ,#coloredtext4{高速移動} 命令によって道路網を使い最短ルートをとる.";"The unit will then appear from the blue arrow called REINFORCEMENT POINT in MOVE FAST order to take the fastest route, using the road network, to the selected position.";
"T4_HNT23";"         ";"-J--j";;"発砲禁止!  #coloredtext4{部隊命令パネル}のアイコンをクリックし,武器の安全装置をセイフティにせよ!";"Hold your fire! Put the safety on your weapons by clicking their icon in the #coloredtext4{UNIT SELECTION PANEL}!";
"T4_HNT24";"         ";"-J--j";;"偵察部隊が攻撃を受けている!退避せよ! 彼らに必要とされる我慢と細心の注意を払え. 戦術を理解すれば, 敵の計画も分析する事ができるようになるだろう.";"RECON under fire! Retreat! Their use requires patience and precision. Once you master it you'll be able to dissect an enemy plan.";
"T4_HNT25";"         ";"-J--j";;"君は部隊を失った ! #coloredtext4{徴発メニュー}から部隊を選択して,戦場に部隊を配置せよ.";"You've lost a unit, sir! Call for reinforcements and deploy the new unit on the battlefield.";
"T4_HNT3";"          ";"-J-pj";;"アンロックされた偵察クラスが利用可能となった.";"One unit's pack slot is available in the unlocked RECON classes.";
"T4_HNT4";"          ";"-J--j";;"君が推測したように,偵察部隊 #reco は敵の位置を特定する能力を持っている.";"As you can guess, a RECON #reco unit possesses a certain ability to spot and identify the enemy's position.";
"T4_HNT5";"          ";"-J-pj";;"コストがかかる : 偵察部隊は,普通はとても弱い部隊だ 君は偵察部隊を敵と交戦させるべきではない.";"But it has a cost: SCOUTS are usually a very weak unit, so you cannot allow them to engage in battle.";
"T4_HNT6";"          ";"-J--j";;"敵は中央通りのどこかに隠れている…\n戦車の視認力は非常に貧しいので,たやすく待ち伏せを受けてしまう. 君は,偵察部隊 #pscouts を道路と平行するところに置き #coloredtext5{敵の位置を探る}必要があるだろう.";"Enemies are hiding somewhere near to the central road…\nTANKS have very poor optics, so they can easily be ambushed. You will need to #coloredtext5{SPOT ENEMY POSITIONS} on a parallel road with your SCOUTS #pscouts.";
"T4_HNT7";"          ";"-J--j";;"君のユニットが敵の位置を特定したならば, M4A1が,その火力で敵を自動的に無力化するだろう.";"Once your unit has located an enemy, that good old M4A1 #am4a1, with its firepower will automatically neutralise it.";
"T4_HNT8";"          ";"-J--j";;"部隊を配置ゾーンに置き,戦闘開始ボタンを押せ, そして部隊を道路と平行に走る索敵ポイントに集結させろ.";"Position your men on the DEPLOYMENT ZONE, click on the LAUNCH BATTLE button when it's done, and rally your squad at the RECON SITE on the parallel road.";
"T4_HNT9";"          ";"-J--j";;"フロントラインがとても近い… 君は部隊が敵の支配地域に入る前に,降車させて置くことを 念頭においておくべきだ.";"The FRONTLINE is pretty close… You should always consider dismounting your troops before entering enemy territory.";
"24A8PgkZiL";"       ";"@J@@j";;"孤立している Pak 43 88mm を空爆せよ.";"Wait for the M4A1 to kill the enemy unit.";
"EjdZYdWArC";"       ";"-J--j";;"索敵場所";"Recon site";
"JAJVfscHQm";"       ";"@@@@j";;"防衛施設 2を無力化せよ.";"Neutralise the MG42.";
"JB72hXwr2t";"       ";"@@@@j";;"孤立している Pak 43 88mm を空爆せよ.";"Wait for the M4A1 to kill the enemy unit.";
"fXKEZsmlFF";"       ";"@@@@j";;"防衛施設 3を無力化せよ.";"Neutralise the MG42.";
"gL8qE9w2iO";"       ";"-J--j";;"ここで偵察部隊を降車させよ.";"Unload your Recon unit here.";
"T5_HNT1";"          ";"-J--j";;"この教練では,君は様々なタイプの戦車をコントロールしてもらう. 戦闘集団の戦車クラスと対戦車クラスへのアクセスが認められている.";"In this exercise, you will control several types of TANKS. You are being granted access to the TANK and ANTI-TANK classes of the BATTLEGROUP.";
"T5_HNT10";"         ";"-J--j";;"連合国の偵察 #ascouts 部隊が, 君を待ち伏せている 敵戦車を探す支援のために配置された.";"An allied SCOUTS #ascouts has been deployed to help you spot enemy TANKS waiting to ambush your armours.";
"T5_HNT11";"         ";"-J--j";;"君の #coloredtext4{M4A1} を配置ゾーンに置き,完了したなら, 戦闘開始ボタンをクリックせよ.";"Position your #coloredtext4{M4A1} in the DEPLOYMENT ZONE, and click on the LAUNCH BATTLE button when it’s done.";
"T5_HNT12";"         ";"-J-pj";;"敵 PANZER II LUCHS #epzii を確認 ! ";"Enemy identified! It is a PANZER II LUCHS #epzii!";
"T5_HNT13";"         ";"-J--j";;"あの PANZER II #epzii は,機動性を重視してデザインされたので装甲は軽い. 大抵の軽戦車は,移動速度がとても速く､ もっと軽量なユニットよりも, 脅威となるには十分な火力を積んでいる.";"That PANZER II #epzii is a lightly armoured TANK designed for mobility. Light TANKS are often very fast and carry enough firepower to be a threat to any unit which is lighter than they are.";
"T5_HNT14";"         ";"-J--j";;"君の M4A1 #pm4a1 中戦車を､敵を速やかに取り除く為に差し向けろ.\n敵 PANZER II 装甲 #armor に対する,君の主砲のAP値 #ap に注意せよ.";"Position your M4A1 #pm4a1 medium TANK at range to get rid of it swiftly.\nNotice the AP #ap value of your main gun against the PANZER II ARMOUR #armor.";
"T5_HNT15";"         ";"-J--j";;"グッジョブ! PANZER II LUCHS は無力化した!";"Good job! PANZER II LUCHS neutralised!";
"T5_HNT16";"         ";"-J--j";;"敵 確認! PANZER IV G #epziv !";"Enemy identified! It is a PANZER IV G #epziv!";
"T5_HNT17";"         ";"-J--j";;"あの PANZER #epziv は強敵だ! 我々の M4A1 #pm4a1 とよく似た中戦車で\n極めて強力な主砲を持ち,単騎でいる我々の戦車も破壊可能だ!";"That PANZER #epziv is a tough guy! It's a medium TANK similar to our M4A1 #pm4a1, but it's armed with an extremely effective gun that's able to knock your isolated tank!";
"T5_HNT18";"         ";"-J--j";;" 我々の状況を優位にする為､バックアップが必要となるだろう.\n君の指揮下に別の #coloredtext4{CMD M4A1} を呼び出せ.";"We will need backup to turn that situation to our advantage.\nCall in the other #coloredtext4{CMD M4A1} at your disposal.";
"T5_HNT19";"         ";"-J--j";;"指揮戦車 #pm4a1cmd は指揮官 #leaderと同じ働きがある.\nこいつを､既にいる戦車の能力を高める為にに近づけろ.";"Command TANK #pm4a1cmd works as Platoon Leader #leader.\nBring it close to your deployed TANK to improve its stats.";
"T5_HNT2";"          ";"-J--j";;"君の戦闘集団を組み立てるために,次へをクリックせよ.";"Click NEXT to compose your BATTLEGROUP.";
"T5_HNT20";"         ";"-J--j";;"よし,戦車が集結した,我々の戦車の上で,右クリックボタン #mouserightclick を 押したまま,マウスを敵の方向にドラッグし\n PANZER IV G #epziv に,最も強い正面装甲を向けよ.";"Now that your TANKS have gathered, face the PANZER IV G #epziv by holding down the RIGHT-MOUSE #mouserightclick button on the TANKS and dragging the mouse in the direction of the enemy, to face the enemy with the strongest armour.";
"T5_HNT21";"         ";"-J--j";;"グッジョブ! PANZER IV G は無力化した!";"Good job! PANZER IV G neutralised!";
"T5_HNT22";"         ";"-J-pj";;"最後の敵を確認! STUG III G #estug だ!\n そのタグの下にある二つの星 #starexp#starexp から推測できるように,そいつはエリートだ!";"Last enemy identified! It is a STUG III G #estug! As you can guess from the two stars #starexp#starexp under its tag, this one is a battle-hardened veteran!";
"T5_HNT23";"         ";"-J--j";;"M4A1 #pm4a1 で攻撃しようとする必要は無い.\n#coloredtext4{M10A1 DESTROYER} を持ってこさせ,この戦車を長距離から無力化する!";"No need to try to attack it with the M4A1 #pm4a1.\nLet's bring in the #coloredtext4{M10A1 DESTROYER} and neutralise this TANK at long-range!";
"T5_HNT24";"         ";"-J-pj";;"M10A1 #pm10 が戦場に着いた.\n命中精度をあげる為 CMD M4A1 #pm4a1cmd を,その近くに移動させろ!";"Now place the M10A1 #pm10 in range.\nYou can bring the CMD M4A1 #pm4a1cmd close to it to increase its precision!";
"T5_HNT25";"         ";"-J--j";;"それとは別の M4A1 #pm4a1 を STUG III G #estug の側面に 回り込ませる事も出来る.\nこの STUG III G は旋回砲塔を持っていない,この側面攻撃は非常に効果的だ!";"You can also try to use the other M4A1 TANK #pm4a1 to flank the STUG III G #estug.\nThis STUG III G has no turret, so a flanking manoeuvre could be pretty efficient!";
"T5_HNT26";"         ";"-J--j";;"グッジョブ! STUG III G は無力化した!";"Good job! STUG III G neutralised!";
"T5_HNT27";"         ";"-J--j";;"良くやった, サー, 敵駐留部隊は全滅した!";"Well done, sir, the enemy’s presence has been eradicated!";
"T5_HNT28";"         ";"-J--j";;"君は戦闘における装甲部隊の扱い方を理解し, 君はドイツ軍のプライドに大きな傷を加える準備ができている. グレイトジョブ!";"You’ve understood the use of armoured units in combat. You are now ready to deal massive damage to the German pride. Great job!";
"T5_HNT29";"         ";"-J--j";;"一つもユニットが配置されていない!  #coloredtext4{徴発メニュー}からユニットを選択し,戦場に配置せよ.";"No units have been deployed! Please pick a unit in the #coloredtext4{REQUISITION MENU} to position the unit on the battlefield.";
"T5_HNT29b";"        ";"-J--j";;"部隊は #coloredtext4{徴発ポイント}と呼ばれる青い矢印からユニットは現れ,#coloredtext4{高速移動} 命令によって道路網を使い最短ルートをとる.";"The unit will then appear from the blue arrow called REINFORCEMENT POINT in MOVE FAST order to take the fastest route, using the road network, to the selected position.";
"T5_HNT3";"          ";"-J--j";;"アンロックされた戦車と対戦車クラスのスロットが利用可能になっている.君の戦闘集団に,利用可能な新しい部隊の追加を忘れるな.";"Unit pack slots are available in the TANK and ANTI-TANK unlocked classes.\nDon’t forget to add the new units available in your BATTLEGROUP.";
"T5_HNT30";"         ";"-J--j";;"君は部隊を失った ! #coloredtext4{徴発メニュー}から部隊を選択して,戦場に部隊を配置せよ.";"You've lost a unit, sir! Call for reinforcements and deploy the new unit on the battlefield.";
"T5_HNT31";"         ";"-J-pj";;"君の戦車は,あまりに多くのストレスを受けて退却した! 退却時の部隊は,自動的に安全な場所に向かう.\nその期間中は,君は他の命令を部隊に与える事が出来なくなる.";"Your tank took too much stress and Fall Back! In falling back stance it will automatically run back to a safe position.\nDuring that time, it is impossible for you to give any other order.";
"T5_HNT32";"         ";"-J-pj";;"君の戦車は,致命的命中を受けた! 戦場での修理は不可能! 増援を呼び,戦場に新しいユニットを配置せよ.";"Your tank took a critical hit! It is impossible to repair it on the field for the moment! Call for reinforcements and deploy the new unit on the battlefield.";
"T5_HNT33";"         ";"-J-pj";;"敵の戦車は,あまりに多くのストレスを受けて退却した! 安全な位置まで後退するだろう.\n#coloredtext4{捜索} #hunt (ショートカットキー #inputq) 命令を使って追撃し,敵が回復する前に無力化せよ!";"The enemy tank took too much stress and fall back! It will run back to a safe position.\nUse the #coloredtext4{HUNT} #hunt (Short-key #inputq) order to pursue him and neutralise it before it recovers!";
"T5_HNT4";"          ";"-J--j";;"戦車は強力なユニットで,あらゆるタイプの地上部隊と交戦が可能だ.";"TANKS are powerful units, able to engage every type of ground unit.";
"T5_HNT5";"          ";"-J--j";;"装甲貫通弾と,高性能炸薬弾には注意を払え. AP #ap は,そのユニットが装甲ユニットを破壊する能力を持っている事を示す.\nHE #he は,そのユニットが非装甲ユニットを破壊する能力を持っている事を示す.";"Pay attention to the ARMOUR-PIERCING and HIGH EXPLOSIVE values of their weapons. The AP #ap indicates the unit's ability to destroy armoured units.\nThe HE #he indicates its ability to damage unarmoured units.";
"T5_HNT6";"          ";"-J--j";;"さらに重要な事は装甲を持っていることだ : ほとんどの戦車は厚い正面装甲をもっている. 常に戦闘では厚い装甲を脅威に向けるようにし, 同時に,敵より数で勝るのなら, 側面や後面に回り込むようにせよ.";"More importantly, have a look at their ARMOUR #armor:\nMost TANKS have thick frontal armour. In combat, always try to present your thickest armor to a threat, while at the same time, if you outnumber an enemy TANK, try to flank it and attack its rear or side armour.";
"T5_HNT7";"          ";"-J-pj";;"君の指揮下にある #coloredtext4{M4A1} は基本となる中戦車で, 良く出来た装甲と主砲をもち, あらゆる戦況で扱いやすい特性を持っている.";"The #coloredtext4{M4A1} at your disposal are basic medium TANKS, well-armoured and well-armed, capable of handling all types of combat situations.";
"T5_HNT8";"          ";"-J--j";;"対戦車ユニットには,様々な口径があり,全て敵装甲車両を無力化する 専門ユニットとなっている. 敵装甲車両を待ち伏せる為に,敵からは見えづらいよう,大抵はシルエットが低くなっているか, 自走式の場合は,秘匿性の代わりに, 機動性と装甲とを交換した.";"ANTI-TANK units come in various calibers (hence efficiency), but are all dedicated to neutralising enemy armours. Foot ones are usually low profile and easy to conceal to ambush enemy armours, while self-propelled ones trade concealment for mobility and some level of protection.";
"T5_HNT9";"          ";"-J-pj";;"#coloredtext4{M10A1 DESTROYERS} は,自走式の装甲を持った対戦車ユニットだ. これはオープントップで,側面と後面の装甲が薄いため脆い. しかし,長射程の主砲と,移動速度は, 非常に効果的で, 敵にとっては 追い詰めるのが面倒という,二面性を与えている.";"The #coloredtext4{M10A1 DESTROYERS} are armoured and self-propelled ANTI-TANK unit. They are vulnerable due to their open top and weak rear and side armour. But their long-range cannon and speed make them both very effective and annoying for the enemy to chase down.";
"6Bw31DrBwk";"       ";"-J--j";;"M4A1 と CMD M4A1を集結させよ.";"Regroup your M4A1 and CMD M4A1.";
"8baLW1O5Eu";"       ";"-J--j";;"集合場所";"Rally Point";
"96wiucCl9O";"       ";"-J--j";;"集合場所";"Rally Point";
"BLk4NGNVmN";"       ";"-J--j";;"集合場所";"Rally Point";
"PmZxx7lUff";"       ";"@@@@j";;"Ford GPA OP と Grasshopperを展開せよ.";"Move your M4A1 to get a full range on the enemy tank.";
"V4wIK0kODp";"       ";"@@@@j";;"集合地点 1";"Rally Point";
"bsIsFnAQsm";"       ";"-J--j";;"射程に収める為 M10A1 DESTROYER をここに置け.";"Place your M10A1 DESTROYER here to be at range.";
"usLUGGVI2f";"       ";"-J--j";;"敵戦車の側面に回り込む為 M4A1 をここに置け.";"Place your M4A1 here to flank the enemy tank.";
"T6_HNT1";"          ";"-J--j";;"この教練では,君は,航空機に対する防御方法を学ぶ予定だ, もちろん航空機の扱い方もそうだ.\n地上に居るときは,盤外砲撃による長距離砲撃のやり方を訓練する予定だ\n対空クラスと,航空機クラスへのアクセスが認められた.";"In this exercise, you'll learn how to defend against aircraft, and also how to use them.\nWhile on the ground you'll learn how to call in off-map long-range ARTILLERY strikes.\nYou are being granted access to the ANTI-AIR and AIR classes of the BATTLEGROUP.";
"T6_HNT10";"         ";"-J--j";;"砲観測車(OP) (又は #coloredtext4{砲兵観測員} #op) は盤外の砲兵部隊による盤外砲撃を呼ぶ事ができる. 一度砲撃開始すると,しばらく砲撃は続き,効力範囲内のユニットは制圧,破壊される.";"The mobile Observation Post (OP) (or #coloredtext4{ARTILLERY OBSERVER} #op) can call ARTILLERY strikes from an off-map battery. Once the mission is fired, it takes some time to strike, but it suppresses and decimates any units in its area of effect.";
"T6_HNT11";"         ";"-J--j";;"マップ上の敵が,防御姿勢を取っている事が明らかで\n君は,彼らをひとつひとつ見つけ出しては,除去する必要があるだろう.";"The enemy has established defence positions on the map.\nYou will need to find and dismantle them, one by one.";
"T6_HNT12";"         ";"-J--j";;"しかし最初に,軍情報部が我々に,敵航空機が離陸した事を警告した.\nならば,#coloredtext4{M16 MGMC}を配備ゾーンに, #coloredtext5{配置して展開}させよ.\n全て完了したら,戦闘開始ボタンをクリックせよ.";"But first, army intel warns us about an enemy aircraft take-off.\nLet’s #coloredtext5{DEPLOY AND POSITION} the #coloredtext4{M16 MGMC} in your DEPLOYMENT ZONE.\nClick on the LAUNCH BATTLE button when it’s done.";
"T6_HNT13";"         ";"-J--j";;"空襲警報が,敵機を確認した事を示している!";"The air raid alarm signal indicates an enemy aircraft has been spotted!";
"T6_HNT14";"         ";"-J--j";;"ドイツ空軍 ME 109 G0 #eme109 戦闘機が制空権を取ろうとしている!\nうまくいけば,君の対空部隊 #pm16が時間内に防御位置に着く!";"It is a German ME 109 G0 #eme109 fighter, trying to claim AIR superiority!\nHopefully you have positioned your ANTI-AIR #pm16 defence in time!";
"T6_HNT15";"         ";"-J--j";;"ME 109 G0 #eme109 は対空砲火の抑圧下にある!\n逃げ出すのも時間の問題だ…";"The ME 109 G0 #eme109 is now under suppressive fire!\nIt won’t be long before it flees…";
"T6_HNT16";"         ";"-J--j";;"グレイトジョブ - ドイツ空軍 ME 109 G0 #eme109 は退却した!";"Great job - the German ME 109 G0 #eme109 has evacuated!";
"T6_HNT17";"         ";"-J--j";;"今や,空の脅威は去った,#coloredtext4{GRASSHOPPER}を呼び,地上にいる#coloredtext5{全ての敵防御部隊を洗い出せ}.";"Now that we have a clear sky, bring in the #coloredtext4{GRASSHOPPER} to recon and #coloredtext5{FIND ALL OF THE ENEMY DEFENCES} on the ground.";
"T6_HNT18";"         ";"-J--j";;"一旦航空機を呼び出すと,#coloredtext4{OFF MAP ASSETS}パネルが表示される.\nこのパネルには,盤外砲撃,航空ユニット,重砲部隊の一覧とステータスが表示される.";"Once you call in an aircraft, it places itself on the #coloredtext4{OFF MAP ASSETS} panel.\nThis panel lists all your off-map assets, planes & heavy artillery, and indicates each one's status.";
"T6_HNT19";"         ";"-J--j";;"off-map assetsパネルを見て判るとおり,GRASSHOPPERのステータスは 準備完了を示している.\nそれを選択し,マップ上の配置したい場所で,右クリック #mouserightclickする.";"As you can see in the off-map assets panel, your GRASSHOPPER is in READY stance.\nSelect it and RIGHT CLICK #mouserightclick anywhere on the map to deploy it.";
"T6_HNT2";"          ";"-J--j";;"君の戦闘集団を組み立てるために,次へをクリックせよ.";"Click NEXT to compose your BATTLEGROUP.";
